dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfNameFlg,sfCategoryFlg,sfPointerFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example,prompt
25450,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_assembly_ID_7,N,HM,N,,Auth entity assembly ID 7,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_assembly_ID_7,Y,2380,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25460,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_ID_7,N,HM,N,,Auth entity ID 7,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_ID_7,Y,2390,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25470,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_asym_ID_7,N,HM,N,,Auth asym ID 7,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_asym_ID_7,Y,2400,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
25480,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_seq_ID_7,N,HM,N,,Auth seq ID 7,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_seq_ID_7,Y,2410,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25490,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_comp_ID_7,N,HM,N,,Auth comp ID 7,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_comp_ID_7,Y,2420,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25500,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_atom_ID_7,N,HM,N,,Auth atom ID 7,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_atom_ID_7,Y,2430,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25510,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_code_7,N,HM,N,,Auth ambiguity code 7,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_code_7,Y,2440,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25520,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_set_ID_7,N,HM,N,,Auth ambiguity set ID 7,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_set_ID_7,Y,2450,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25530,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_assembly_ID_8,N,HM,N,,Auth entity assembly ID 8,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_assembly_ID_8,Y,2460,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25540,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_ID_8,N,HM,N,,Auth entity ID 8,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_ID_8,Y,2470,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25550,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_asym_ID_8,N,HM,N,,Auth asym ID 8,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_asym_ID_8,Y,2480,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
25560,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_seq_ID_8,N,HM,N,,Auth seq ID 8,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_seq_ID_8,Y,2490,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25570,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_comp_ID_8,N,HM,N,,Auth comp ID 8,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_comp_ID_8,Y,2500,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25580,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_atom_ID_8,N,HM,N,,Auth atom ID 8,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_atom_ID_8,Y,2510,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25590,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_code_8,N,HM,N,,Auth ambiguity code 8,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_code_8,Y,2520,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25600,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_set_ID_8,N,HM,N,,Auth ambiguity set ID 8,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_set_ID_8,Y,2530,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25610,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_assembly_ID_9,N,HM,N,,Auth entity assembly ID 9,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_assembly_ID_9,Y,2540,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25620,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_ID_9,N,HM,N,,Auth entity ID 9,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_ID_9,Y,2550,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25630,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_asym_ID_9,N,HM,N,,Auth asym ID 9,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_asym_ID_9,Y,2560,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
25640,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_seq_ID_9,N,HM,N,,Auth seq ID 9,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_seq_ID_9,Y,2570,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25650,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_comp_ID_9,N,HM,N,,Auth comp ID 9,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_comp_ID_9,Y,2580,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25660,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_atom_ID_9,N,HM,N,,Auth atom ID 9,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_atom_ID_9,Y,2590,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25670,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_code_9,N,HM,N,,Auth ambiguity code 9,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_code_9,Y,2600,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25680,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_set_ID_9,N,HM,N,,Auth ambiguity set ID 9,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_set_ID_9,Y,2610,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25690,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_assembly_ID_10,N,HM,N,,Auth entity assembly ID 10,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_assembly_ID_10,Y,2620,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25700,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_ID_10,N,HM,N,,Auth entity ID 10,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_ID_10,Y,2630,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25710,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_asym_ID_10,N,HM,N,,Auth asym ID 10,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_asym_ID_10,Y,2640,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
25720,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_seq_ID_10,N,HM,N,,Auth seq ID 10,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_seq_ID_10,Y,2650,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25730,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_comp_ID_10,N,HM,N,,Auth comp ID 10,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_comp_ID_10,Y,2660,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25740,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_atom_ID_10,N,HM,N,,Auth atom ID 10,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_atom_ID_10,Y,2670,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25750,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_code_10,N,HM,N,,Auth ambiguity code 10,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_code_10,Y,2680,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25760,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_set_ID_10,N,HM,N,,Auth ambiguity set ID 10,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_set_ID_10,Y,2690,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25770,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_assembly_ID_11,N,HM,N,,Auth entity assembly ID 11,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_assembly_ID_11,Y,2700,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25780,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_ID_11,N,HM,N,,Auth entity ID 11,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_ID_11,Y,2710,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25790,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_asym_ID_11,N,HM,N,,Auth asym ID 11,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_asym_ID_11,Y,2720,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
25800,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_seq_ID_11,N,HM,N,,Auth seq ID 11,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_seq_ID_11,Y,2730,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25810,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_comp_ID_11,N,HM,N,,Auth comp ID 11,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_comp_ID_11,Y,2740,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25820,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_atom_ID_11,N,HM,N,,Auth atom ID 11,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_atom_ID_11,Y,2750,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25830,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_code_11,N,HM,N,,Auth ambiguity code 11,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_code_11,Y,2760,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25840,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_set_ID_11,N,HM,N,,Auth ambiguity set ID 11,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_set_ID_11,Y,2770,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25850,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_assembly_ID_12,N,HM,N,,Auth entity assembly ID 12,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_assembly_ID_12,Y,2780,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25860,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_ID_12,N,HM,N,,Auth entity ID 12,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_ID_12,Y,2790,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25870,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_asym_ID_12,N,HM,N,,Auth asym ID 12,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_asym_ID_12,Y,2800,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
25880,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_seq_ID_12,N,HM,N,,Auth seq ID 12,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_seq_ID_12,Y,2810,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25890,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_comp_ID_12,N,HM,N,,Auth comp ID 12,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_comp_ID_12,Y,2820,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25900,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_atom_ID_12,N,HM,N,,Auth atom ID 12,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_atom_ID_12,Y,2830,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25910,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_code_12,N,HM,N,,Auth ambiguity code 12,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_code_12,Y,2840,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25920,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_set_ID_12,N,HM,N,,Auth ambiguity set ID 12,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_set_ID_12,Y,2850,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25930,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_assembly_ID_13,N,HM,N,,Auth entity assembly ID 13,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_assembly_ID_13,Y,2860,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25940,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_ID_13,N,HM,N,,Auth entity ID 13,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_ID_13,Y,2870,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25950,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_asym_ID_13,N,HM,N,,Auth asym ID 13,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_asym_ID_13,Y,2880,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
25960,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_seq_ID_13,N,HM,N,,Auth seq ID 13,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_seq_ID_13,Y,2890,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25970,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_comp_ID_13,N,HM,N,,Auth comp ID 13,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_comp_ID_13,Y,2900,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25980,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_atom_ID_13,N,HM,N,,Auth atom ID 13,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_atom_ID_13,Y,2910,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
25990,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_code_13,N,HM,N,,Auth ambiguity code 13,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_code_13,Y,2920,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26000,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_set_ID_13,N,HM,N,,Auth ambiguity set ID 13,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_set_ID_13,Y,2930,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26010,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_assembly_ID_14,N,HM,N,,Auth entity assembly ID 14,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_assembly_ID_14,Y,2940,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26020,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_ID_14,N,HM,N,,Auth entity ID 14,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_ID_14,Y,2950,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26030,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_asym_ID_14,N,HM,N,,Auth asym ID 14,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_asym_ID_14,Y,2960,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
26040,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_seq_ID_14,N,HM,N,,Auth seq ID 14,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_seq_ID_14,Y,2970,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26050,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_comp_ID_14,N,HM,N,,Auth comp ID 14,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_comp_ID_14,Y,2980,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26060,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_atom_ID_14,N,HM,N,,Auth atom ID 14,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_atom_ID_14,Y,2990,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26070,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_code_14,N,HM,N,,Auth ambiguity code 14,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_code_14,Y,3000,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26080,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_set_ID_14,N,HM,N,,Auth ambiguity set ID 14,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_set_ID_14,Y,3010,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26090,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_assembly_ID_15,N,HM,N,,Auth entity assembly ID 15,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_assembly_ID_15,Y,3020,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26100,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_entity_ID_15,N,HM,N,,Auth entity ID 15,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_entity_ID_15,Y,3030,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26110,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_asym_ID_15,N,HM,N,,Auth asym ID 15,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_asym_ID_15,Y,3040,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
26120,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_seq_ID_15,N,HM,N,,Auth seq ID 15,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_seq_ID_15,Y,3050,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26130,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_comp_ID_15,N,HM,N,,Auth comp ID 15,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_comp_ID_15,Y,3060,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26140,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_atom_ID_15,N,HM,N,,Auth atom ID 15,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_atom_ID_15,Y,3070,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26150,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_code_15,N,HM,N,,Auth ambiguity code 15,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_code_15,Y,3080,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26160,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Auth_ambiguity_set_ID_15,N,HM,N,,Auth ambiguity set ID 15,0,VARCHAR(15),code,,Y,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Auth_ambiguity_set_ID_15,Y,3090,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26170,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Details,N,HB,N,,Details,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Peak_row_format,Details,Y,3100,Y,OI,OO,?,?,?,,N,,0,?,N,Y,,,,?,n/a
26180,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Sf_ID,N,HB,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Spectral_peak_list,Sf_ID,,,,Peak_row_format,Sf_ID,Y,3110,Y,II,II,?,?,?,,N,,4,?,N,N,,,,?,n/a
26190,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak row format,,_Peak_row_format.Entry_ID,N,HB,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Spectral_peak_list,Entry_ID,,,,Peak_row_format,Entry_ID,Y,3120,Y,OI,VV,?,?,?,,Y,,3,?,N,N,,,,?,n/a
