dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfLabelFlg,sfCategoryFlg,sfFramecodeFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example
26510,heteronucl_NOEs,N,T6,6,kinetics,360,NMR experiments used to derive these data,4,_Heteronucl_NOE_experiment.Sample_label,Y,HHHHH,N,,Sample label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,HeteronuclNOEExperiment,SampleLabel,Heteronucl_NOE_experiment,Sample_label,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
26520,heteronucl_NOEs,N,T6,6,kinetics,360,NMR experiments used to derive these data,4,_Heteronucl_NOE_experiment.Sample_state,Y,HHHHH,Y,N,Sample state,1,VARCHAR(31),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,HeteronuclNOEExperiment,SampleState,Heteronucl_NOE_experiment,Sample_state,Y,50,Y,OOOOOO,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
26530,heteronucl_NOEs,N,T6,6,kinetics,360,NMR experiments used to derive these data,4,_Heteronucl_NOE_experiment.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Heteronucl_NOE_list,Sf_ID,,HeteronuclNOEExperiment,SfID,Heteronucl_NOE_experiment,Sf_ID,Y,60,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Heteronucl_NOE_list,Sf_ID,?
26540,heteronucl_NOEs,N,T6,6,kinetics,360,NMR experiments used to derive these data,4,_Heteronucl_NOE_experiment.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,HeteronuclNOEExperiment,EntryID,Heteronucl_NOE_experiment,Entry_ID,Y,70,Y,VVVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;2;10,Experiment;Sample;Heteronucl_NOE_list,Entry_ID;Entry_ID;Entry_ID,?
26550,heteronucl_NOEs,N,T6,6,kinetics,360,NMR experiments used to derive these data,4,_Heteronucl_NOE_experiment.Heteronucl_NOE_list_ID,Y,HHHHH,N,,Heteronucl NOE list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Heteronucl_NOE_list,ID,,HeteronuclNOEExperiment,HeteronuclNOEListID,Heteronucl_NOE_experiment,Heteronucl_NOE_list_ID,Y,80,Y,VVVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,10,Heteronucl_NOE_list,ID,?
26560,heteronucl_NOEs,N,T6,6,kinetics,360,Software,,_Heteronucl_NOE_software.Software_ID,Y,HHHHH,N,,Software ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Software,ID,,HeteronuclNOESoftware,SoftwareID,Heteronucl_NOE_software,Software_ID,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Software,ID,?
26570,heteronucl_NOEs,N,T6,6,kinetics,360,Software,,_Heteronucl_NOE_software.Software_label,Y,NHHHH,N,,Software label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,HeteronuclNOESoftware,SoftwareLabel,Heteronucl_NOE_software,Software_label,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
26580,heteronucl_NOEs,N,T6,6,kinetics,360,Software,,_Heteronucl_NOE_software.Method_ID,Y,HHHHH,N,,Method ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Method,ID,,HeteronuclNOESoftware,MethodID,Heteronucl_NOE_software,Method_ID,Y,30,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,2,Method,ID,?
26590,heteronucl_NOEs,N,T6,6,kinetics,360,Software,,_Heteronucl_NOE_software.Method_label,Y,HHHHH,N,,Method label,1,VARCHAR(127),label,,,N,?,?,N,N,N,Y,,,,,,HeteronuclNOESoftware,MethodLabel,Heteronucl_NOE_software,Method_label,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
26600,heteronucl_NOEs,N,T6,6,kinetics,360,Software,,_Heteronucl_NOE_software.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Heteronucl_NOE_list,Sf_ID,,HeteronuclNOESoftware,SfID,Heteronucl_NOE_software,Sf_ID,Y,50,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Heteronucl_NOE_list,Sf_ID,?
26610,heteronucl_NOEs,N,T6,6,kinetics,360,Software,,_Heteronucl_NOE_software.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,HeteronuclNOESoftware,EntryID,Heteronucl_NOE_software,Entry_ID,Y,60,Y,OOOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,1;2;10,Software;Method;Heteronucl_NOE_list,Entry_ID;Entry_ID;Entry_ID,?
26620,heteronucl_NOEs,N,T6,6,kinetics,360,Software,,_Heteronucl_NOE_software.Heteronucl_NOE_list_ID,Y,HHHHH,N,,Heteronucl NOE list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Heteronucl_NOE_list,ID,,HeteronuclNOESoftware,HeteronuclNOEListID,Heteronucl_NOE_software,Heteronucl_NOE_list_ID,Y,70,Y,OOOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Heteronucl_NOE_list,ID,?
26630,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.ID,N,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,Y,Y,?,N,N,N,N,Y,,,,,HeteronuclNOE,HeteronuclNOEID,Heteronucl_NOE,ID,Y,10,Y,VIVIVI,VVVVVV,?,?,?,,N,?,6,heteronuclear NOE values,N,N,?,?,?,?
26640,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Assembly_atom_ID_1,N,HHHHH,N,,Assembly atom ID 1,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom,Assembly_atom_ID,,HeteronuclNOE,AssemblyAtomID1,Heteronucl_NOE,Assembly_atom_ID_1,Y,20,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,1,Atom,Assembly_atom_ID,?
26650,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Entity_assembly_ID_1,N,HHHHH,N,,Entity assembly ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,HeteronuclNOE,EntityAssemblyID1,Heteronucl_NOE,Entity_assembly_ID_1,Y,30,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,2,Entity_assembly,ID,?
26660,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Entity_ID_1,N,HHHHH,N,,Entity ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity,ID,,HeteronuclNOE,EntityID1,Heteronucl_NOE,Entity_ID_1,Y,40,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,3,Entity_comp_index,Entity_ID,?
26670,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Comp_index_ID_1,N,HHHHH,N,,Comp index ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,HeteronuclNOE,CompIndexID1,Heteronucl_NOE,Comp_index_ID_1,Y,50,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,3,Entity_comp_index,ID,?
26680,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Seq_ID_1,N,HHHHH,N,,Seq ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_poly_seq,Num,,HeteronuclNOE,SeqID1,Heteronucl_NOE,Seq_ID_1,Y,60,Y,OIOIOI,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?
26690,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Comp_ID_1,N,HHHHH,N,,Comp ID 1,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp,ID,,HeteronuclNOE,CompID1,Heteronucl_NOE,Comp_ID_1,Y,70,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,4,Chem_comp_atom,Comp_ID,?
26700,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Atom_ID_1,N,HHHHH,N,,Atom ID 1,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,HeteronuclNOE,AtomID1,Heteronucl_NOE,Atom_ID_1,Y,80,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,4,Chem_comp_atom,Atom_ID,?
26710,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Atom_type_1,N,HHHHH,N,,Atom type 1,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AtomType1,Heteronucl_NOE,Atom_type_1,Y,90,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?
26720,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Atom_isotope_number_1,N,HHHHH,N,,Atom isotope number 1,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AtomIsotopeNumber1,Heteronucl_NOE,Atom_isotope_number_1,Y,100,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26730,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Assembly_atom_ID_2,N,HHHHH,N,,Assembly atom ID 2,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom,Assembly_atom_ID,,HeteronuclNOE,AssemblyAtomID2,Heteronucl_NOE,Assembly_atom_ID_2,Y,110,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,5,Atom,Assembly_atom_ID,?
26740,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Entity_assembly_ID_2,N,HHHHH,N,,Entity assembly ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,HeteronuclNOE,EntityAssemblyID2,Heteronucl_NOE,Entity_assembly_ID_2,Y,120,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,6,Entity_assembly,ID,?
26750,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Entity_ID_2,N,HHHHH,N,,Entity ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity,ID,,HeteronuclNOE,EntityID2,Heteronucl_NOE,Entity_ID_2,Y,130,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,7,Entity_comp_index,Entity_ID,?
26760,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Comp_index_ID_2,N,HHHHH,N,,Comp index ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,HeteronuclNOE,CompIndexID2,Heteronucl_NOE,Comp_index_ID_2,Y,140,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,7,Entity_comp_index,ID,?
26770,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Seq_ID_2,N,HHHHH,N,,Seq ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_poly_seq,Num,,HeteronuclNOE,SeqID2,Heteronucl_NOE,Seq_ID_2,Y,150,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26780,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Comp_ID_2,N,HHHHH,N,,Comp ID 2,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp,ID,,HeteronuclNOE,CompID2,Heteronucl_NOE,Comp_ID_2,Y,160,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,8,Chem_comp_atom,Comp_ID,?
26790,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Atom_ID_2,N,HHHHH,N,,Atom ID 2,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,HeteronuclNOE,AtomID2,Heteronucl_NOE,Atom_ID_2,Y,170,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,8,Chem_comp_atom,Atom_ID,?
26800,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Atom_type_2,N,HHHHH,N,,Atom type 2,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AtomType2,Heteronucl_NOE,Atom_type_2,Y,180,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?
26810,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Atom_isotope_number_2,N,HHHHH,N,,Atom isotope number 2,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AtomIsotopeNumber2,Heteronucl_NOE,Atom_isotope_number_2,Y,190,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26820,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Val,N,HHHHH,N,,Val,0,FLOAT,float,NOT NULL,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,Val,Heteronucl_NOE,Val,Y,200,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?
26830,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Val_err,N,HHHHH,N,,Val err,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,ValErr,Heteronucl_NOE,Val_err,Y,210,Y,MIMIMI,MMMMMM,?,?,?,,N,?,0,?,N,N,?,?,?,?
26840,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Resonance_ID_1,N,HHHHH,N,,Resonance ID 1,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Resonance,ID,,HeteronuclNOE,ResonanceID1,Heteronucl_NOE,Resonance_ID_1,Y,220,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,11,Resonance,ID,?
26850,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Resonance_ID_2,N,HHHHH,N,,Resonance ID 2,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Resonance,ID,,HeteronuclNOE,ResonanceID2,Heteronucl_NOE,Resonance_ID_2,Y,230,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,12,Resonance,ID,?
26860,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Auth_entity_assembly_ID_1,N,HHHHH,N,,Auth entity assembly ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AuthEntityAssemblyID1,Heteronucl_NOE,Auth_entity_assembly_ID_1,Y,240,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26870,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Auth_seq_ID_1,N,HHHHH,N,,Auth seq ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AuthSeqID1,Heteronucl_NOE,Auth_seq_ID_1,Y,250,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26880,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Auth_comp_ID_1,N,HHHHH,N,,Auth comp ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AuthCompID1,Heteronucl_NOE,Auth_comp_ID_1,Y,260,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26890,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Auth_atom_ID_1,N,HHHHH,N,,Auth atom ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AuthAtomID1,Heteronucl_NOE,Auth_atom_ID_1,Y,270,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26900,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Auth_entity_assembly_ID_2,N,HHHHH,N,,Auth entity assembly ID 2,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AuthEntityAssemblyID2,Heteronucl_NOE,Auth_entity_assembly_ID_2,Y,280,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26910,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Auth_seq_ID_2,N,HHHHH,N,,Auth seq ID 2,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AuthSeqID2,Heteronucl_NOE,Auth_seq_ID_2,Y,290,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26920,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Auth_comp_ID_2,N,HHHHH,N,,Auth comp ID 2,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AuthCompID2,Heteronucl_NOE,Auth_comp_ID_2,Y,300,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26930,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Auth_atom_ID_2,N,HHHHH,N,,Auth atom ID 2,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,HeteronuclNOE,AuthAtomID2,Heteronucl_NOE,Auth_atom_ID_2,Y,310,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
26940,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Sf_ID,N,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Heteronucl_NOE_list,Sf_ID,,HeteronuclNOE,SfID,Heteronucl_NOE,Sf_ID,Y,320,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,N,N,9,Heteronucl_NOE_list,Sf_ID,?
26950,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Entry_ID,N,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,HeteronuclNOE,EntryID,Heteronucl_NOE,Entry_ID,Y,330,Y,VVVVVV,VVVVVV,?,?,?,,Y,?,3,?,N,N,1;2;3;5;6;7;11;12;10,Atom;Entity_assembly;Entity_comp_index;Atom;Entity_assembly;Entity_comp_index;Resonance;Resonance;Heteronucl_NOE_list,Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID,?
26960,heteronucl_NOEs,N,T6,6,kinetics,360,Heteronucl NOE,,_Heteronucl_NOE.Heteronucl_NOE_list_ID,N,HHHHH,N,,Heteronucl NOE list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Heteronucl_NOE_list,ID,,HeteronuclNOE,HeteronuclNOEListID,Heteronucl_NOE,Heteronucl_NOE_list_ID,Y,340,Y,VVVVVV,VVVVVV,?,?,?,,N,?,5,?,N,N,10,Heteronucl_NOE_list,ID,?
26970,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Sf_category,Y,HHHHH,N,,Sf category,0,VARCHAR(127),code,NOT NULL,,N,?,?,N,N,Y,N,,,,,,HeteronuclT1List,SfCategory,Heteronucl_T1_list,Sf_category,N,7610,Y,VVVVVV,VVVVVV,?,?,?,,N,?,1,?,Y,N,?,?,?,?
26980,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Sf_framecode,Y,YHHHH,N,,Sf framecode,1,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,Y,N,N,,,,,,HeteronuclT1List,SfFramecode,Heteronucl_T1_list,Sf_framecode,N,7620,Y,VVVVVV,VVVVVV,heteronuclear_T1_list_1,?,?,,N,?,2,?,Y,N,?,?,?,?
26990,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,Entry,ID,,HeteronuclT1List,EntryID,Heteronucl_T1_list,Entry_ID,N,7630,Y,VVVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;2,Entry;Sample_condition_list,ID;Entry_ID,?
27000,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,,,,HeteronuclT1List,SfID,Heteronucl_T1_list,Sf_ID,N,7640,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,?,?,?,?
27010,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.ID,Y,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,,,,HeteronuclT1List,HeteronuclT1ListID,Heteronucl_T1_list,ID,N,7650,Y,VVVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,?,?,?,?
27020,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Data_file_name,Y,YHHHH,N,,Data file name,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1List,DataFileName,Heteronucl_T1_list,Data_file_name,N,7660,Y,IVIVIV,IVIOIO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27030,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Sample_condition_list_ID,Y,HHHHH,N,,Sample condition list ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Sample_condition_list,ID,,HeteronuclT1List,SampleConditionListID,Heteronucl_T1_list,Sample_condition_list_ID,N,7670,Y,VVVVVV,VVVVVV,?,?,?,,N,?,7,?,Y,N,2,Sample_condition_list,ID,?
27040,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Sample_condition_list_label,Y,YHHHH,N,,Sample condition list label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,HeteronuclT1List,SampleConditionListLabel,Heteronucl_T1_list,Sample_condition_list_label,N,7680,Y,OVVVVV,VVVVVV,?,?,?,,N,?,8,?,Y,N,?,?,?,?
27050,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Spectrometer_frequency_1H,Y,YHHHH,N,,Spectrometer frequency 1H,1,FLOAT,float,NOT NULL,,N,?,?,N,N,N,N,,,,,,HeteronuclT1List,SpectrometerFrequency1H,Heteronucl_T1_list,Spectrometer_frequency_1H,N,7690,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27060,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.T1_coherence_type,Y,YHHHH,Y,N,T1 coherence type,1,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,HeteronuclT1List,T1CoherenceType,Heteronucl_T1_list,T1_coherence_type,N,7700,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27070,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.T1_val_units,Y,YHHHH,Y,N,T1 val units,1,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,HeteronuclT1List,T1ValUnits,Heteronucl_T1_list,T1_val_units,N,7710,Y,VVVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27080,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Details,Y,NHHHH,N,,Details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1List,Details,Heteronucl_T1_list,Details,N,7720,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27090,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Text_data_format,Y,HHHHH,N,,Text data format,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1List,TextDataFormat,Heteronucl_T1_list,Text_data_format,N,7730,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27100,heteronucl_T1_relaxation,N,R,6,kinetics,400,Heteronuclear T1 relaxation values,,_Heteronucl_T1_list.Text_data,Y,HHHHH,N,,Text data,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,HeteronuclT1List,TextData,Heteronucl_T1_list,Text_data,N,7740,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
27110,heteronucl_T1_relaxation,N,T6,6,kinetics,400,NMR experiments used to derive these data,4,_Heteronucl_T1_experiment.Experiment_ID,Y,HHHHH,N,,Experiment ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,Y,,Experiment,ID,,HeteronuclT1Experiment,ExperimentID,Heteronucl_T1_experiment,Experiment_ID,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Experiment,ID,?
