Dictionary sequence,SFCategory,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,Item enumerated,Item enumeration closed,Data Type,Nullable,Row Index Key,Source Key,Table Primary Key,Foreign Table,Foreign Column,Loopflag,Seq,Example,SfNamelFlg,Sf category flag,Sf pointer,default value,Tag category,Tag field,BMRB data type,Dictionary description,?
27940,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Atom_type,N,,VARCHAR(15),,N,,,,,Y,90,?,N,N,N,?,Chem_shift_perturbation,Atom_type,code,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,?
27950,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Atom_isotope_number,N,,INTEGER,,N,,,,,Y,100,?,N,N,N,?,Chem_shift_perturbation,Atom_isotope_number,int,The mass number for the chemical element defined by the tag '_Atom_type' or any of its related tags.,?
27960,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Chem_shift_val,N,,FLOAT,,N,,,,,Y,110,?,N,N,N,?,Chem_shift_perturbation,Chem_shift_val,float,Chemical shift value for the atom when in the presence of the molecules that are interacting with it.,?
27970,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Chem_shift_val_err,N,,FLOAT,,N,,,,,Y,120,?,N,N,N,?,Chem_shift_perturbation,Chem_shift_val_err,float,Estimated error in the chemical shift value.,?
27980,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Difference_chem_shift_val,N,,FLOAT,,N,,,,,Y,130,?,N,N,N,?,Chem_shift_perturbation,Difference_chem_shift_val,float,The difference between the chemical shift value for the atom in the free state of the molecule and in the state where it is interacting with one or more other molecules.,?
27990,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Difference_chem_shift_val_err,N,,FLOAT,,N,,,,,Y,140,?,N,N,N,?,Chem_shift_perturbation,Difference_chem_shift_val_err,float,Estimated error for the delta chemical shift value reported.,?
28000,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Resonance_ID,N,,INTEGER,,N,,,Resonance,ID,Y,150,?,N,N,N,?,Chem_shift_perturbation,Resonance_ID,int,Pointer to '_Resonance.ID',?
28010,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Auth_entity_assembly_ID,N,,VARCHAR(15),,N,,,,,Y,160,?,N,N,N,?,Chem_shift_perturbation,Auth_entity_assembly_ID,code,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Entity_assembly_ID.,?
28020,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Auth_seq_ID,N,,VARCHAR(15),,N,,,,,Y,170,-3,N,N,N,?,Chem_shift_perturbation,Auth_seq_ID,code,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?
28030,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Auth_comp_ID,N,,VARCHAR(15),,N,,,,,Y,180,DPN,N,N,N,?,Chem_shift_perturbation,Auth_comp_ID,code,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
28040,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Auth_atom_ID,N,,VARCHAR(15),,N,,,,,Y,190,HB1,N,N,N,?,Chem_shift_perturbation,Auth_atom_ID,code,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
28050,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Sf_ID,N,,INTEGER,NOT NULL,N,,,Chem_shift_perturbation_list,Sf_ID,Y,200,?,N,N,N,?,Chem_shift_perturbation,Sf_ID,int,Pointer to '_Chem_shift_perturbation_list.Sf_ID',?
28060,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Chem_shift_perturbation_list,Entry_ID,Y,210,?,N,N,N,?,Chem_shift_perturbation,Entry_ID,code,Pointer to '_Entry.ID',?
28070,chem_shift_perturbation,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Chem_shift_perturbation_list_ID,N,,INTEGER,NOT NULL,N,,Y,Chem_shift_perturbation_list,ID,Y,220,?,N,N,N,?,Chem_shift_perturbation,Chem_shift_perturbation_list_ID,int,Pointer to '_Chem_shift_perturbation_list.ID',?
28080,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,8000,?,N,Y,N,?,Chem_shift_anisotropy,Sf_category,code,Category definition for the information content of the saveframe,?
28090,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sf_framecode,N,,VARCHAR(127),NOT NULL,N,,,,,N,8010,?,Y,N,N,chem_shift_anisotropy_list_1,Chem_shift_anisotropy,Sf_framecode,framecode,A label for the saveframe that describes in very brief terms the information contained in the saveframe.,?
28100,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Entry,ID,N,8020,?,N,N,N,?,Chem_shift_anisotropy,Entry_ID,code,Pointer to '_Entry.ID',?
28110,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sf_ID,N,,INTEGER,NOT NULL,N,Y,,,,N,8030,?,N,N,N,?,Chem_shift_anisotropy,Sf_ID,int,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?
28120,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.ID,N,,INTEGER,NOT NULL,N,Y,Y,,,N,8040,?,N,N,N,?,Chem_shift_anisotropy,ID,int,An integer value that uniquely identifies this saveframe of chemical shift anisotropy data from other saveframes of this category in an entry.,?
28130,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Name,N,,VARCHAR(127),,N,,,,,N,8050,?,N,N,N,?,Chem_shift_anisotropy,Name,line,A name assigned to the save frame.,?
28140,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Data_file_name,N,,VARCHAR(127),,N,,,,,N,8060,?,N,N,N,?,Chem_shift_anisotropy,Data_file_name,line,The name of the file submitted with this depostion that contains the quantitative data for this saveframe.,?
28150,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sample_condition_list_ID,N,,INTEGER,NOT NULL,N,,,Sample_condition_list,ID,N,8070,?,N,N,N,?,Chem_shift_anisotropy,Sample_condition_list_ID,int,Pointer to '_Sample_condition_list.ID',?
28160,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sample_condition_list_label,N,,VARCHAR(127),,N,,,Sample_condition_list,Sf_framecode,N,8080,?,N,N,Y,?,Chem_shift_anisotropy,Sample_condition_list_label,framecode,Pointer to a saveframe of the category 'sample_conditions',?
28170,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Spectrometer_frequency_1H,N,,FLOAT,,N,,,,,N,8090,?,N,N,N,?,Chem_shift_anisotropy,Spectrometer_frequency_1H,float,NMR spectrometer operating frequency for protons.,?
28180,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Val_units,Y,N,VARCHAR(15),NOT NULL,N,,,,,N,8100,ppm,N,N,N,?,Chem_shift_anisotropy,Val_units,code,Provide the units used for the chemical shift anisotropy values reported.,?
28190,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Details,N,,TEXT,,N,,,,,N,8110,?,N,N,N,?,Chem_shift_anisotropy,Details,text,Text describing the reported chemical shift anisotropy data.,?
28200,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Text_data_format,N,,VARCHAR(31),,N,,,,,N,8120,?,N,N,N,?,Chem_shift_anisotropy,Text_data_format,line,The data format used to represent the chemical shift anisotropy data as ASCII text in the text block that is the value to the '_Chem_shift_anisotropy.Text_data' tag.,?
28210,chem_shift_anisotropy,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Text_data,N,,TEXT,,N,,,,,N,8130,?,N,N,N,?,Chem_shift_anisotropy,Text_data,text,A set of chemical shift anisotropy data formatted as ASCII text.,?
28220,chem_shift_anisotropy,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Experiment_ID,N,,INTEGER,NOT NULL,N,,Y,Experiment,ID,Y,10,?,N,N,N,?,CS_anisotropy_experiment,Experiment_ID,int,Pointer to '_Experiment.ID',?
28230,chem_shift_anisotropy,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Experiment_name,N,,VARCHAR(127),,N,,,Experiment,Name,Y,20,?,N,N,N,?,CS_anisotropy_experiment,Experiment_name,line,The name of an experiment used to determine the data reported. The experiment name should exist in the experiments listed as values to the tag '_Experiment.Name'.,?
28240,chem_shift_anisotropy,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Sample_ID,N,,INTEGER,,N,,,Sample,ID,Y,30,?,N,N,N,?,CS_anisotropy_experiment,Sample_ID,int,Pointer to '_Sample.ID',?
28250,chem_shift_anisotropy,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Sample_label,N,,VARCHAR(127),,N,,,Sample,Sf_framecode,Y,40,?,N,N,Y,?,CS_anisotropy_experiment,Sample_label,framecode,Pointer to a saveframe of the category 'sample',?
28260,chem_shift_anisotropy,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Sample_state,Y,N,VARCHAR(31),,N,,,,,Y,50,?,N,N,N,?,CS_anisotropy_experiment,Sample_state,line,Physical state of the sample either anisotropic or isotropic.,?
28270,chem_shift_anisotropy,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Sf_ID,N,,INTEGER,NOT NULL,N,,,Chem_shift_anisotropy,Sf_ID,Y,60,?,N,N,N,?,CS_anisotropy_experiment,Sf_ID,int,Pointer to '_Chem_shift_anisotropy.Sf_ID',?
28280,chem_shift_anisotropy,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Chem_shift_anisotropy,Entry_ID,Y,70,?,N,N,N,?,CS_anisotropy_experiment,Entry_ID,code,Pointer to '_Entry.ID',?
28290,chem_shift_anisotropy,5,NMR_parameters,210,NMR experiments used to derive these data,_CS_anisotropy_experiment.Chem_shift_anisotropy_ID,N,,INTEGER,NOT NULL,N,,Y,Chem_shift_anisotropy,ID,Y,80,?,N,N,N,?,CS_anisotropy_experiment,Chem_shift_anisotropy_ID,int,Pointer to '_Chem_shift_anisotropy.ID',?
28300,chem_shift_anisotropy,5,NMR_parameters,210,Software,_CS_anisotropy_software.Software_ID,N,,INTEGER,NOT NULL,N,,Y,Software,ID,Y,10,?,N,N,N,?,CS_anisotropy_software,Software_ID,int,Pointer to '_Software.ID',?
28310,chem_shift_anisotropy,5,NMR_parameters,210,Software,_CS_anisotropy_software.Software_label,N,,VARCHAR(127),,N,,,Software,Sf_framecode,Y,20,?,N,N,Y,?,CS_anisotropy_software,Software_label,framecode,Pointer to a saveframe of the category 'software',?
28320,chem_shift_anisotropy,5,NMR_parameters,210,Software,_CS_anisotropy_software.Method_ID,N,,INTEGER,,N,,,Method,ID,Y,30,?,N,N,N,?,CS_anisotropy_software,Method_ID,int,Pointer to '_Method.ID',?
28330,chem_shift_anisotropy,5,NMR_parameters,210,Software,_CS_anisotropy_software.Method_label,N,,VARCHAR(127),,N,,,Method,Sf_framecode,Y,40,?,N,N,Y,?,CS_anisotropy_software,Method_label,framecode,Pointer to a saveframe of the category 'method',?
28340,chem_shift_anisotropy,5,NMR_parameters,210,Software,_CS_anisotropy_software.Sf_ID,N,,INTEGER,NOT NULL,N,,,Chem_shift_anisotropy,Sf_ID,Y,50,?,N,N,N,?,CS_anisotropy_software,Sf_ID,int,Pointer to '_Chem_shift_anisotropy.Sf_ID',?
28350,chem_shift_anisotropy,5,NMR_parameters,210,Software,_CS_anisotropy_software.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Chem_shift_anisotropy,Entry_ID,Y,60,?,N,N,N,?,CS_anisotropy_software,Entry_ID,code,Pointer to '_Entry.ID',?
28360,chem_shift_anisotropy,5,NMR_parameters,210,Software,_CS_anisotropy_software.Chem_shift_anisotropy_ID,N,,INTEGER,NOT NULL,N,,Y,Chem_shift_anisotropy,ID,Y,70,?,N,N,N,?,CS_anisotropy_software,Chem_shift_anisotropy_ID,int,Pointer to '_Chem_shift_anisotropy.ID',?
28370,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.ID,N,,INTEGER,NOT NULL,Y,,Y,,,Y,10,?,N,N,N,?,CS_anisotropy,ID,int,Unique identifier for the observed chemical shift anisotropy.,?
28380,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Assembly_atom_ID,N,,INTEGER,,N,,,Atom,Assembly_atom_ID,Y,20,?,N,N,N,?,CS_anisotropy,Assembly_atom_ID,int,Pointer to '_Atom.Assembly_atom_ID',?
28390,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Entity_assembly_ID,N,,INTEGER,NOT NULL,N,,,Entity_assembly,ID,Y,30,?,N,N,N,?,CS_anisotropy,Entity_assembly_ID,int,Pointer to '_Entity_assembly.ID',?
28400,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Entity_ID,N,,INTEGER,NOT NULL,N,,,Entity,ID,Y,40,?,N,N,N,?,CS_anisotropy,Entity_ID,int,Pointer to '_Entity.ID',?
28410,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Comp_index_ID,N,,INTEGER,NOT NULL,N,,,Entity_comp_index,ID,Y,50,?,N,N,N,?,CS_anisotropy,Comp_index_ID,int,Pointer to '_Entity_comp_index.ID',?
28420,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Seq_ID,N,,INTEGER,NOT NULL,N,,,Entity_poly_seq,Num,Y,60,?,N,N,N,?,CS_anisotropy,Seq_ID,int,Pointer to '_Entity_poly_seq.Num',?
28430,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Comp_ID,N,,CHAR(12),NOT NULL,N,,,Chem_comp,ID,Y,70,?,N,N,N,?,CS_anisotropy,Comp_ID,code,Pointer to '_Chem_comp.ID',?
28440,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Atom_ID,N,,CHAR(12),NOT NULL,N,,,Chem_comp_atom,Atom_ID,Y,80,?,N,N,N,?,CS_anisotropy,Atom_ID,atcode,Pointer to '_Chem_comp_atom.Atom_ID',?
28450,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Atom_type,N,,VARCHAR(15),NOT NULL,N,,,,,Y,90,?,N,N,N,?,CS_anisotropy,Atom_type,code,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,?
28460,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Atom_isotope_number,N,,INTEGER,,N,,,,,Y,100,?,N,N,N,?,CS_anisotropy,Atom_isotope_number,int,The mass number for the chemical element defined by the tag '_Atom_type' or any of its related tags.,?
28470,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Val,N,,FLOAT,NOT NULL,N,,,,,Y,110,?,N,N,N,?,CS_anisotropy,Val,float,Chemical shift anisotropy value,?
28480,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Val_err,N,,FLOAT,,N,,,,,Y,120,?,N,N,N,?,CS_anisotropy,Val_err,float,Estimated error in the chemical shift anisotropy value,?
28490,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_value_sigma_11_val,N,,FLOAT,,N,,,,,Y,130,,N,N,N,?,CS_anisotropy,Principal_value_sigma_11_val,float,Value for the first diagonal element for the principal matrix.,?
28500,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_value_sigma_22_val,N,,FLOAT,,N,,,,,Y,140,,N,N,N,?,CS_anisotropy,Principal_value_sigma_22_val,float,Value for the second diagonal element for the principal matrix.,?
28510,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_value_sigma_33_val,N,,FLOAT,,N,,,,,Y,150,,N,N,N,?,CS_anisotropy,Principal_value_sigma_33_val,float,Value for the third diagonal element for the principal matrix.,?
28520,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_Euler_angle_alpha_val,N,,FLOAT,,N,,,,,Y,160,,N,N,N,?,CS_anisotropy,Principal_Euler_angle_alpha_val,float,Value for alpha Euler angle.,?
28530,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_Euler_angle_beta_val,N,,FLOAT,,N,,,,,Y,170,,N,N,N,?,CS_anisotropy,Principal_Euler_angle_beta_val,float,Value for the beta Euler angle.,?
28540,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Principal_Euler_angle_gamma_val,N,,FLOAT,,N,,,,,Y,180,,N,N,N,?,CS_anisotropy,Principal_Euler_angle_gamma_val,float,Value for the gamma Euler angle.,?
28550,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Bond_length,N,,FLOAT,,N,,,,,Y,190,,N,N,N,?,CS_anisotropy,Bond_length,float,Value for the bond length,?
28560,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Resonance_ID,N,,INTEGER,,N,,,Resonance,ID,Y,200,,N,N,N,?,CS_anisotropy,Resonance_ID,int,Pointer to '_Resonance.ID',?
28570,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Auth_entity_assembly_ID,N,,VARCHAR(15),,N,,,,,Y,210,?,N,N,N,?,CS_anisotropy,Auth_entity_assembly_ID,code,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Entity_assembly_ID.,?
28580,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Auth_seq_ID,N,,VARCHAR(15),,N,,,,,Y,220,-3,N,N,N,?,CS_anisotropy,Auth_seq_ID,code,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?
28590,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Auth_comp_ID,N,,VARCHAR(15),,N,,,,,Y,230,DPN,N,N,N,?,CS_anisotropy,Auth_comp_ID,code,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
28600,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Auth_atom_ID,N,,VARCHAR(15),,N,,,,,Y,240,HB1,N,N,N,?,CS_anisotropy,Auth_atom_ID,code,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
28610,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Sf_ID,N,,INTEGER,NOT NULL,N,,,Chem_shift_anisotropy,Sf_ID,Y,250,?,N,N,N,?,CS_anisotropy,Sf_ID,int,Pointer to '_Chem_shift_anisotropy.Sf_ID',?
28620,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Chem_shift_anisotropy,Entry_ID,Y,260,?,N,N,N,?,CS_anisotropy,Entry_ID,code,Pointer to '_Entry.ID',?
28630,chem_shift_anisotropy,5,NMR_parameters,210,CS anisotropy,_CS_anisotropy.Chem_shift_anisotropy_ID,N,,INTEGER,NOT NULL,N,,Y,Chem_shift_anisotropy,ID,Y,270,?,N,N,N,?,CS_anisotropy,Chem_shift_anisotropy_ID,int,Pointer to '_Chem_shift_anisotropy.ID',?
28640,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,8140,?,N,Y,N,?,RDC_list,Sf_category,code,Category definition for the information content of the saveframe,?
28650,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Sf_framecode,N,,VARCHAR(127),NOT NULL,N,,,,,N,8150,?,Y,N,N,RDC_list_1,RDC_list,Sf_framecode,framecode,A label for the saveframe that describes in very brief terms the information contained in the saveframe.,?
28660,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Entry,ID,N,8160,?,N,N,N,?,RDC_list,Entry_ID,code,Pointer to '_Entry.ID',?
28670,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Sf_ID,N,,INTEGER,NOT NULL,N,Y,,,,N,8170,?,N,N,N,?,RDC_list,Sf_ID,int,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?
28680,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.ID,N,,INTEGER,NOT NULL,N,Y,Y,,,N,8180,?,N,N,N,?,RDC_list,ID,int,Unique identifier for the list of observed residual dipolar couplings.,?
28690,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Name,N,,VARCHAR(127),,N,,,,,N,8190,?,N,N,N,?,RDC_list,Name,line,A name assigned to the save frame.,?
28700,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Data_file_name,N,,VARCHAR(127),,N,,,,,N,8200,?,N,N,N,?,RDC_list,Data_file_name,line,The name of the file submitted with this depostion that contains the quantitative data for this saveframe.,?
28710,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Sample_condition_list_ID,N,,INTEGER,NOT NULL,N,,,Sample_condition_list,ID,N,8210,?,N,N,N,?,RDC_list,Sample_condition_list_ID,int,Pointer to '_Sample_condition_list.ID',?
28720,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Sample_condition_list_label,N,,VARCHAR(127),NOT NULL,N,,,Sample_condition_list,Sf_framecode,N,8220,?,N,N,Y,?,RDC_list,Sample_condition_list_label,framecode,The label for the set of experimental sample conditions used to collect the data for determination of the residual dipolar coupling values.,?
28730,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Spectrometer_frequency_1H,N,,FLOAT,NOT NULL,N,,,,,N,8230,600.1283731,N,N,N,?,RDC_list,Spectrometer_frequency_1H,float,The operating proton frequency in MHz of the NMR spectrometer used to collect the data.,?
28740,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Bond_length_usage_flag,N,,BOOLEAN,,N,,,,,N,8240,yes,N,N,N,?,RDC_list,Bond_length_usage_flag,yes_no,A flag indicating whether unique residue bond length values were used in calculating the RDC constraints.,?
28750,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Dipolar_constraint_calib_method,N,,VARCHAR(127),,N,,,,,N,8250,?,N,N,N,?,RDC_list,Dipolar_constraint_calib_method,line,Method used to calibrate the values for the residual dipolar coupling constraints.,?
28760,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Mol_align_tensor_axial_sym_mol,N,,FLOAT,,N,,,,,N,8260,?,N,N,N,?,RDC_list,Mol_align_tensor_axial_sym_mol,float,The residual dipolar coupling provides geometric information relative to a common alignment frame. The value for the item Mol_align_tensor_axial_sym_mol is the axial symmetric component of the alignment tensor (1/3(Azz-(Axx+Ayy)/2).,?
28770,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Mol_align_tensor_rhombic_mol,N,,FLOAT,,N,,,,,N,8270,?,N,N,N,?,RDC_list,Mol_align_tensor_rhombic_mol,float,The residual dipolar coupling provides geometric information relative to a common alignment frame. The value for the item Mol_align_tensor_rhombic_mol is the rhombic component of the alignment tensor (1/3(Axx-Ayy)).,?
28780,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.General_order_param_int_motions,N,,FLOAT,,N,,,,,N,8280,?,N,N,N,?,RDC_list,General_order_param_int_motions,float,The residual dipolar coupling provides geometric information relative to a common alignment frame. The value for the item General_order_param_int_motions is S$ the local order parameter for internal motions.,?
28790,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Assumed_H_N_bond_length,N,,FLOAT,,N,,,,,N,8290,?,N,N,N,?,RDC_list,Assumed_H_N_bond_length,float,Length assumed for the H-N bond length.,?
28800,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Assumed_H_C_bond_length,N,,FLOAT,,N,,,,,N,8300,?,N,N,N,?,RDC_list,Assumed_H_C_bond_length,float,Length assumed for the H-C bond length.,?
28810,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Assumed_C_N_bond_length,N,,FLOAT,,N,,,,,N,8310,?,N,N,N,?,RDC_list,Assumed_C_N_bond_length,float,Length assumed for the C-N bond length.,?
28820,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Details,N,,TEXT,,N,,,,,N,8320,?,N,N,N,?,RDC_list,Details,text,Additional information regarding the RDC data set can be entered in this field.,?
28830,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Text_data_format,N,,VARCHAR(31),,N,,,,,N,8330,?,N,N,N,?,RDC_list,Text_data_format,line,The data format used to represent the residual dipolar coupling data as ASCII text in the text block that is the value to the '_RDC_list.Text_data' tag.,?
28840,RDCs,5,NMR_parameters,270,Residual dipolar couplings,_RDC_list.Text_data,N,,TEXT,,N,,,,,N,8340,?,N,N,N,?,RDC_list,Text_data,text,A set of RDC data formatted as ASCII text.,?
28850,RDCs,5,NMR_parameters,270,NMR experiments used to derive these data,_RDC_experiment.Experiment_ID,N,,INTEGER,NOT NULL,N,,Y,Experiment,ID,Y,10,?,N,N,N,?,RDC_experiment,Experiment_ID,int,Pointer to '_Experiment.ID',?
28860,RDCs,5,NMR_parameters,270,NMR experiments used to derive these data,_RDC_experiment.Experiment_name,N,,VARCHAR(127),,N,,,Experiment,Name,Y,20,?,N,N,N,?,RDC_experiment,Experiment_name,line,The name of an experiment used to determine the data reported. The experiment name should exist in the experiments listed as values to the tag '_Experiment.Name'.,?
28870,RDCs,5,NMR_parameters,270,NMR experiments used to derive these data,_RDC_experiment.Sample_ID,N,,INTEGER,,N,,,Sample,ID,Y,30,?,N,N,N,?,RDC_experiment,Sample_ID,int,Pointer to '_Sample.ID',?
