dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfNameFlg,sfCategoryFlg,sfPointerFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example,prompt
24360,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak char,,_Peak_char.Coupling_pattern,N,HHHHH,Y,N,Coupling pattern,0,VARCHAR(15),line,,,N,?,?,N,N,N,N,,,,,,PeakChar,CouplingPattern,Peak_char,Coupling_pattern,Y,110,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24370,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak char,,_Peak_char.Bounding_box_upper_val,N,HHHHH,N,,Bounding box upper val,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,PeakChar,BoundingBoxUpperVal,Peak_char,Bounding_box_upper_val,Y,120,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24380,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak char,,_Peak_char.Bounding_box_lower_val,N,HHHHH,N,,Bounding box lower val,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,PeakChar,BoundingBoxLowerVal,Peak_char,Bounding_box_lower_val,Y,130,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24390,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak char,,_Peak_char.Bounding_box_range_val,N,HHHHH,N,,Bounding box range val,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,PeakChar,BoundingBoxRangeVal,Peak_char,Bounding_box_range_val,Y,140,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24400,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak char,,_Peak_char.Details,N,HHHHH,N,,Details,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,PeakChar,Details,Peak_char,Details,Y,150,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24410,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak char,,_Peak_char.Derivation_method_ID,N,HHHHH,N,,Derivation method ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Method,ID,,PeakChar,DerivationMethodID,Peak_char,Derivation_method_ID,Y,160,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24420,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak char,,_Peak_char.Sf_ID,N,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Spectral_peak_list,Sf_ID,,PeakChar,SfID,Peak_char,Sf_ID,Y,170,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,N,N,9,Spectral_peak_list,Sf_ID,?,n/a
24430,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak char,,_Peak_char.Entry_ID,N,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Spectral_peak_list,Entry_ID,,PeakChar,EntryID,Peak_char,Entry_ID,Y,180,Y,OIVIV,VVVVVV,?,?,?,,Y,?,3,?,N,N,1;2;10,Peak;Spectral_dim;Spectral_peak_list,Entry_ID;Entry_ID;Entry_ID,?,n/a
24440,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak char,,_Peak_char.Spectral_peak_list_ID,N,HHHHH,N,,Spectral peak list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Spectral_peak_list,ID,,PeakChar,SpectralPeakListID,Peak_char,Spectral_peak_list_ID,Y,190,Y,OIVIV,VVVVVV,?,?,?,,N,?,5,?,N,N,1;2;10,Peak;Spectral_dim;Spectral_peak_list,Spectral_peak_list_ID;Spectral_peak_list_ID;ID,?,Spectral peak list ID
24450,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak contribution,,_Peak_contribution.ID,N,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,PeakContribution,PeakContributionID,Peak_contribution,ID,Y,10,Y,OIVIV,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24460,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak contribution,,_Peak_contribution.Contribution_fractional_val,N,HHHHH,N,,Contribution fractional val,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,PeakContribution,ContributionFractionalVal,Peak_contribution,Contribution_fractional_val,Y,20,Y,OIVIV,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24470,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak contribution,,_Peak_contribution.Sf_ID,N,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Spectral_peak_list,Sf_ID,,PeakContribution,SfID,Peak_contribution,Sf_ID,Y,30,Y,IIIII,VVVVVV,?,?,?,,N,?,4,?,N,N,9,Spectral_peak_list,Sf_ID,?,n/a
24480,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak contribution,,_Peak_contribution.Entry_ID,N,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Spectral_peak_list,Entry_ID,,PeakContribution,EntryID,Peak_contribution,Entry_ID,Y,40,Y,OIVIV,VVVVVV,?,?,?,,Y,?,3,?,N,N,10,Spectral_peak_list,Entry_ID,?,n/a
24490,spectral_peak_list,N,T6,5,NMR_parameters,174,Peak contribution,,_Peak_contribution.Spectral_peak_list_ID,N,HHHHH,N,,Spectral peak list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Spectral_peak_list,ID,,PeakContribution,SpectralPeakListID,Peak_contribution,Spectral_peak_list_ID,Y,50,Y,OIVIV,VVVVVV,?,?,?,,N,?,5,?,N,N,10,Spectral_peak_list,ID,?,n/a
24500,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Peak_ID,N,HHHHH,N,,Peak ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Peak,ID,,AssignedPeakChemShift,PeakID,Assigned_peak_chem_shift,Peak_ID,Y,10,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,1,Peak,ID,?,Peak ID
24510,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Spectral_dim_ID,N,HHHHH,N,,Spectral dim ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,Y,,Spectral_dim,ID,,AssignedPeakChemShift,SpectralDimID,Assigned_peak_chem_shift,Spectral_dim_ID,Y,20,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,2,Spectral_dim,ID,?,n/a
24520,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Peak_contribution_ID,N,HHHHH,N,,Peak contribution ID,0,INTEGER,int,,,N,Y,?,N,N,N,N,,,Peak_contribution,ID,,AssignedPeakChemShift,PeakContributionID,Assigned_peak_chem_shift,Peak_contribution_ID,Y,30,Y,OIVIV,VVVVVV,?,?,?,,N,?,0,?,N,N,3,Peak_contribution,ID,?,n/a
24530,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Set_ID,N,HHHHH,N,,Set ID,0,INTEGER,int,,,N,Y,?,N,N,N,N,,,,,,AssignedPeakChemShift,SetID,Assigned_peak_chem_shift,Set_ID,Y,40,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24540,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Magnetization_linkage_ID,N,HHHHH,N,,Magnetization linkage ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,MagnetizationLinkageID,Assigned_peak_chem_shift,Magnetization_linkage_ID,Y,50,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,Magnetization linkage ID
24550,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Assembly_atom_ID,N,HHHHH,N,,Assembly atom ID,0,INTEGER,int,,,N,Y,?,N,N,N,N,,,Atom,Assembly_atom_ID,,AssignedPeakChemShift,AssemblyAtomID,Assigned_peak_chem_shift,Assembly_atom_ID,Y,60,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,4,Atom,Assembly_atom_ID,?,n/a
24560,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Val,N,HHHHH,N,,Val,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,Val,Assigned_peak_chem_shift,Val,Y,70,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24570,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Figure_of_merit,N,HHHHH,N,,Figure of merit,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,FigureOfMerit,Assigned_peak_chem_shift,Figure_of_merit,Y,80,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,Figure of merit
24580,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Assigned_chem_shift_list_ID,N,HHHHH,N,,Assigned chem shift list ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Assigned_chem_shift_list,ID,,AssignedPeakChemShift,AssignedChemShiftListID,Assigned_peak_chem_shift,Assigned_chem_shift_list_ID,Y,90,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,5,Atom_chem_shift,Assigned_chem_shift_list_ID,?,n/a
24590,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Atom_chem_shift_ID,N,HHHHH,N,,Atom chem shift ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom_chem_shift,ID,,AssignedPeakChemShift,AtomChemShiftID,Assigned_peak_chem_shift,Atom_chem_shift_ID,Y,100,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,5,Atom_chem_shift,ID,?,Atom chem shift ID
24600,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Entity_assembly_ID,N,HHHHH,N,,Entity assembly ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,AssignedPeakChemShift,EntityAssemblyID,Assigned_peak_chem_shift,Entity_assembly_ID,Y,110,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,6,Entity_assembly,ID,?,?
24610,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Entity_ID,N,HHHHH,N,,Entity ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Entity,ID,,AssignedPeakChemShift,EntityID,Assigned_peak_chem_shift,Entity_ID,Y,120,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,7,Entity_comp_index,Entity_ID,?,?
24620,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Comp_index_ID,N,HHHHH,N,,Comp index ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,AssignedPeakChemShift,CompIndexID,Assigned_peak_chem_shift,Comp_index_ID,Y,130,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,7,Entity_comp_index,ID,?,?
24630,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Comp_ID,N,HHHHH,N,,Comp ID,0,CHAR(12),code,,,N,?,?,N,N,N,N,,,Chem_comp,ID,,AssignedPeakChemShift,CompID,Assigned_peak_chem_shift,Comp_ID,Y,140,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,8,Chem_comp_atom,Comp_ID,?,?
24640,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Atom_ID,N,HHHHH,N,,Atom ID,0,CHAR(12),atcode,,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,AssignedPeakChemShift,AtomID,Assigned_peak_chem_shift,Atom_ID,Y,150,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,8,Chem_comp_atom,Atom_ID,?,?
24650,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Ambiguity_code,N,HHHHH,N,,Ambiguity code,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AmbiguityCode,Assigned_peak_chem_shift,Ambiguity_code,Y,160,Y,OIOIO,OOOOOO,?,?,?,?,N,?,0,?,N,N,?,?,?,?,?
24660,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Ambiguity_set_ID,N,HHHHH,N,,Ambiguity set ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AmbiguitySetID,Assigned_peak_chem_shift,Ambiguity_set_ID,Y,170,Y,OIOIO,OOOOOO,?,?,?,?,N,?,0,?,N,N,?,?,?,?,?
24670,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Auth_atom_peak_num,N,HHHHH,N,,Auth atom peak num,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AuthAtomPeakNum,Assigned_peak_chem_shift,Auth_atom_peak_num,Y,180,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,?
24680,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Auth_entity_ID,N,HHHHH,N,,Auth entity ID,0,VARCHAR(15),line,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AuthEntityID,Assigned_peak_chem_shift,Auth_entity_ID,Y,190,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,?
24690,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Auth_seq_ID,N,HHHHH,N,,Auth seq ID,0,VARCHAR(15),line,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AuthSeqID,Assigned_peak_chem_shift,Auth_seq_ID,Y,200,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,?
24700,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Auth_comp_ID,N,HHHHH,N,,Auth comp ID,0,VARCHAR(15),line,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AuthCompID,Assigned_peak_chem_shift,Auth_comp_ID,Y,210,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,?
24710,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Auth_atom_ID,N,HHHHH,N,,Auth atom ID,0,VARCHAR(15),line,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AuthAtomID,Assigned_peak_chem_shift,Auth_atom_ID,Y,220,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,?
24720,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Auth_ambiguity_code,N,HHHHH,N,,Auth ambiguity code,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AuthAmbiguityCode,Assigned_peak_chem_shift,Auth_ambiguity_code,Y,230,Y,OIOIO,OOOOOO,?,?,?,?,N,?,0,?,N,N,?,?,?,?,?
24730,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Auth_ambiguity_set_ID,N,HHHHH,N,,Auth ambiguity set ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AuthAmbiguitySetID,Assigned_peak_chem_shift,Auth_ambiguity_set_ID,Y,240,Y,OIOIO,OOOOOO,?,?,?,?,N,?,0,?,N,N,?,?,?,?,?
24740,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Auth_amb_atom_grp_ID,N,HHHHH,N,,Auth amb atom grp ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,AuthAmbAtomGrpID,Assigned_peak_chem_shift,Auth_amb_atom_grp_ID,Y,250,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,?
24750,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Resonance_ID,N,HHHHH,N,,Resonance ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Resonance,ID,,AssignedPeakChemShift,ResonanceID,Assigned_peak_chem_shift,Resonance_ID,Y,260,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,11,Resonance,ID,?,n/a
24760,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Details,N,HHHHH,N,,Details,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,AssignedPeakChemShift,Details,Assigned_peak_chem_shift,Details,Y,270,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24770,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Sf_ID,N,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Spectral_peak_list,Sf_ID,,AssignedPeakChemShift,SfID,Assigned_peak_chem_shift,Sf_ID,Y,280,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,N,N,9,Spectral_peak_list,Sf_ID,?,n/a
24780,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Entry_ID,N,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Spectral_peak_list,Entry_ID,,AssignedPeakChemShift,EntryID,Assigned_peak_chem_shift,Entry_ID,Y,290,Y,OIVIV,VVVVVV,?,?,?,,Y,?,3,?,N,N,1;2;3;4;5;6;7;11;10,Peak;Spectral_dim;Peak_contribution;Atom;Atom_chem_shift;Entity_assembly;Entity_comp_index;Resonance;Spectral_peak_list,Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID,?,n/a
24790,spectral_peak_list,N,T6,5,NMR_parameters,174,Assigned peak chem shift,,_Assigned_peak_chem_shift.Spectral_peak_list_ID,N,HHHHH,N,,Spectral peak list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Spectral_peak_list,ID,,AssignedPeakChemShift,SpectralPeakListID,Assigned_peak_chem_shift,Spectral_peak_list_ID,Y,300,Y,OIOIO,OOOOOO,?,?,?,,N,?,5,?,N,N,1;2;3;10,Peak;Spectral_dim;Peak_contribution;Spectral_peak_list,Spectral_peak_list_ID;Spectral_peak_list_ID;Spectral_peak_list_ID;ID,?,Spectral peak list ID
24800,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition,,_Spectral_transition.ID,N,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,Y,Y,?,N,N,N,N,Y,,,,,SpectralTransition,SpectralTransitionID,Spectral_transition,ID,Y,10,Y,OIVIV,VVVVVV,?,?,?,,N,?,6,?,N,N,?,?,?,?,Spectral transition ID
24810,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition,,_Spectral_transition.Peak_ID,N,HHHHH,N,,Peak ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Peak,ID,,SpectralTransition,PeakID,Spectral_transition,Peak_ID,Y,20,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24820,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition,,_Spectral_transition.Figure_of_merit,N,HHHHH,N,,Figure of merit,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,SpectralTransition,FigureOfMerit,Spectral_transition,Figure_of_merit,Y,30,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,Figure of merit
24830,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition,,_Spectral_transition.Details,N,HHHHH,N,,Details,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,SpectralTransition,Details,Spectral_transition,Details,Y,40,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24840,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition,,_Spectral_transition.Sf_ID,N,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Spectral_peak_list,Sf_ID,,SpectralTransition,SfID,Spectral_transition,Sf_ID,Y,50,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,N,N,9,Spectral_peak_list,ID,?,n/a
24850,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition,,_Spectral_transition.Entry_ID,N,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Spectral_peak_list,Entry_ID,,SpectralTransition,EntryID,Spectral_transition,Entry_ID,Y,60,Y,OIVIV,VVVVVV,?,?,?,,Y,?,3,?,N,N,10,Spectral_peak_list,Entry_ID,?,n/a
24860,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition,,_Spectral_transition.Spectral_peak_list_ID,N,HHHHH,N,,Spectral peak list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Spectral_peak_list,ID,,SpectralTransition,SpectralPeakListID,Spectral_transition,Spectral_peak_list_ID,Y,70,Y,OIVIV,VVVVVV,?,?,?,,N,?,5,?,N,N,10,Spectral_peak_list,ID,?,n/a
24870,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition general char,,_Spectral_transition_general_char.Spectral_transition_ID,N,HHHHH,N,,Spectral transition ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Spectral_transition,ID,,SpectralTransitionGeneralChar,SpectralTransitionID,Spectral_transition_general_char,Spectral_transition_ID,Y,10,Y,OIVIV,VVVVVV,?,?,?,,N,?,0,?,N,N,1,Spectral_transition,ID,?,n/a
24880,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition general char,,_Spectral_transition_general_char.Peak_ID,N,HHHHH,N,,Peak ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Peak,ID,,SpectralTransitionGeneralChar,PeakID,Spectral_transition_general_char,Peak_ID,Y,20,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
24890,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition general char,,_Spectral_transition_general_char.Intensity_val,N,HHHHH,N,,Intensity val,0,FLOAT,float,NOT NULL,,N,?,?,N,N,N,N,Y,,,,,SpectralTransitionGeneralChar,IntensityVal,Spectral_transition_general_char,Intensity_val,Y,30,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,Intensity val
24900,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition general char,,_Spectral_transition_general_char.Intensity_val_err,N,HHHHH,N,,Intensity val err,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,SpectralTransitionGeneralChar,IntensityValErr,Spectral_transition_general_char,Intensity_val_err,Y,40,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,Intensity err
24910,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition general char,,_Spectral_transition_general_char.Measurement_method,N,HHHHH,Y,N,Measurement method,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,SpectralTransitionGeneralChar,MeasurementMethod,Spectral_transition_general_char,Measurement_method,Y,50,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,Intensity measure method
24920,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition general char,,_Spectral_transition_general_char.Sf_ID,N,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Spectral_peak_list,Sf_ID,,SpectralTransitionGeneralChar,SfID,Spectral_transition_general_char,Sf_ID,Y,60,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,N,N,9,Spectral_peak_list,Sf_ID,?,n/a
24930,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition general char,,_Spectral_transition_general_char.Entry_ID,N,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Spectral_peak_list,Entry_ID,,SpectralTransitionGeneralChar,EntryID,Spectral_transition_general_char,Entry_ID,Y,70,Y,OIVIV,VVVVVV,?,?,?,,Y,?,3,?,N,N,1;10,Spectral_transition;Spectral_peak_list,Entry_ID;Entry_ID,?,n/a
24940,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition general char,,_Spectral_transition_general_char.Spectral_peak_list_ID,N,HHHHH,N,,Spectral peak list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Spectral_peak_list,ID,,SpectralTransitionGeneralChar,SpectralPeakListID,Spectral_transition_general_char,Spectral_peak_list_ID,Y,80,Y,OIVIV,VVVVVV,?,?,?,,N,?,5,?,N,N,1;10,Spectral_transition;Spectral_peak_list,Spectral_peak_list_ID;ID,?,n/a
24950,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition char,,_Spectral_transition_char.Spectral_transition_ID,N,HHHHH,N,,Spectral transition ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Spectral_transition,ID,,SpectralTransitionChar,SpectralTransitionID,Spectral_transition_char,Spectral_transition_ID,Y,10,Y,OIVIV,VVVVVV,?,?,?,,N,?,0,?,N,N,1,Spectral_transition,ID,?,n/a
24960,spectral_peak_list,N,T6,5,NMR_parameters,174,Spectral_transition char,,_Spectral_transition_char.Peak_ID,N,HHHHH,N,,Peak ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Peak,ID,,SpectralTransitionChar,PeakID,Spectral_transition_char,Peak_ID,Y,20,Y,OIOIO,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?,n/a
