category type,category,Description
item_category,Dist_constraint_value,Items in the dist_constraint_value category define the value and error for the distance constraints used to calculate a three-dimensional molecular structure.
item_category,Dist_constraint_comment_org,Items in the dist_constraint_comment_org category provide original comments extracted from constraint files containing distance constraint values.
item_category,Dist_constraint_parse_err,Items in the dist_constraint_parse_err category define the content and position of a segment of a distance constraint file that could not be parsed into NMR-STAR format.
item_category,Dist_constraint_parse_file,Items in the dist_constraint_parse_file category define the files parsed to generate the NMR-STAR file.
item_category,Dist_constraint_conv_err,Items in the dist_constraint_conv_err category describe errors that occurred in converting the constraints to normalize the data with the atomic coordinates.
item_category,Floating_chirality_assign,Items in the floating_chirality_assign category provide meta data regarding the floating chirality assignments used in calculating a three-dimensional structure.
item_category,Floating_chirality_software,Items in the floating_chirality_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Floating_chirality,Items in the floating_chirality category define the atoms whose chirality was allowed to float in a structure determination.
item_category,Torsion_angle_constraint_list,Items in the torsion_angle_constraint_list category provide information about a list of reported torsion angle constraint values.
item_category,Torsion_angle_constraints_expt,Items in the torsion_angle_constraint_expt category provide pointers to the NMR experiments and samples used to collect the data for a set of reported torsion angle constraints.
item_category,Torsion_angle_constraint_software,Items in the torsion_angle_constraint_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Karplus_equation,Items in the Karplus_equation category define the Karplus equation used to convert coupling constant values into torsion angle values.
item_category,Torsion_angle_constraint,Items in the torsion_angle_constraint category describe the derived torsion angle constraints used to calculate the structure of a molecular assembly.
item_category,TA_constraint_comment_org,Items in the TA_constraint_comment_org category provide original comments extracted from constraint files containing torsion angle constraint values.
item_category,TA_constraint_parse_err,Items in the TA_constraint_parse_err category define the content and position of a segment of a torsion angle constraint file that could not be parsed into NMR-STAR format.
item_category,TA_constraint_parse_file,Items in the TA_constraint_parse_file category define the files parsed to generate the NMR-STAR file.
item_category,TA_constraint_conv_err,Items in the TA_constraint_conv_err category describe errors that occurred in converting the constraints to normalize the data with the atomic coordinates.
item_category,RDC_constraint_list,Items in the RDC_constraint_list category provide information about a list of reported residual dipolar coupling constraint values.
item_category,RDC_constraint_expt,Items in the RDC_constraint_expt category provide pointers to the NMR experiments and samples used to collect the data for a set of reported RDC constraints.
item_category,RDC_constraint_software,Items in the RDC_constraint_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,RDC_constraint,Items in the RDC_constraint category describe the residual dipolar coupling values used as constraints to calculate the structure of a molecular assembly.
item_category,RDC_constraint_comment_org,Items in the RDC_constraint_comment_org category provide original comments extracted from constraint files containing residual dipolar coupling constraint values.
item_category,RDC_constraint_parse_err,Items in the RDC_constraint_parse_err category define the content and position of a segment of a residual dipolar coupling constraint file that could not be parsed into NMR-STAR format.
item_category,RDC_constraint_parse_file,Items in the RDC_constraint_parse_file category define the files parsed to generate the NMR-STAR file.
item_category,RDC_constraint_conv_err,Items in the RDC_constraint_conv_err category describe errors that occurred in converting the constraints to normalize the data with the atomic coordinates.
item_category,J_three_bond_constraint_list,Items in the J_three_bond_constraint_list category provide information about a list of reported scalar three bond coupling constant constraint values.
item_category,J_three_bond_constraint_expt,Items in the J_three_bond_constraint_expt category provide pointers to the NMR experiments and samples used to collect the data for a set of J three bond constraints.
item_category,J_three_bond_constraint_software,Items in the J_three_bond_constraint_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,J_three_bond_constraint,Items in the J_three_bond_constraint category describe the scalar three-bond coupling constant values used as constraints in calculating the structure of a molecular assembly.
item_category,CA_CB_constraint_list,Items in the CA_CB_constraint_list category provide information about a list of reported 13CA-13CB chemical shift constraint values.
item_category,CA_CB_constraint_expt,Items in the CA_CB_constraint_expt category provide pointers to the NMR experiments and samples used to collect the data for a set of reported CA_CB chemical shift constraints.
item_category,CA_CB_constraint_software,Items in the CA_CB_constraint_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,CA_CB_constraint,Items in the CA_CB_constraint category describe the assigned 13CA and 13CB chemical shift values used as constraints in calculating the structure of a molecular assembly.
item_category,H_chem_shift_constraint_list,Items in the H_chem_shift_constraint_list category provide information about a list of reported 1H chemical shift constraint values.
item_category,H_chem_shift_constraint_expt,Items in the H_chem_shift_constraint_expt category provide pointers to the NMR experiments and samples used to collect the data for a set of reported 1H chemical shift constraints.
item_category,H_chem_shift_constraint_software,Items in the H_chem_shift_constraint_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,H_chem_shift_constraint,Items in the H_chem_shift_constraint category describe the 1H chemical shift value used as a constraint in calculating the structure of a molecular assembly.
item_category,Peak_constraint_link_list,Items in the peak_constraint_link_list category provide the links between experimental data items and the derived constraints.
item_category,Peak_constraint_link,Items in the peak_constraint_iink category provide the specific experimental data item and the derived constraint links.
item_category,SAXS_constraint_list,Items in the SAXS_constraint_list category provide information about the list of reported SAXS constraint data.
item_category,SAXS_constraint_expt,Items in the SAXS_constraint_expt category provide pointers to the SAXS experiments used to collect the data reported in the save frame.
item_category,SAXS_constraint_software,Items in the SAXS_constraint_software category provide the links to the software used to process and analyze the SAXS data.
item_category,SAXS_constraint,Items in the SAXS_constraint category define the SAXS data values.
item_category,Other_constraint_list,Items in the other_constraint_list category provide information about a list of reported constraint values that do not fit in any of the specifically defined constraint categories.
item_category,Other_constraint_expt,Items in the other_constraint_expt category provide pointers to the NMR experiments and samples used to collect the data for a set of reported constraints.
item_category,Other_constraint_software,Items in the other_constraint_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Org_constr_file_comment,Items in the org_constr_file_comment provide a place to capture comments extracted from parsed original deposited constraint files.
item_category,MZ_ratio_data_list,Items in the MZ_ratio_data_list category provide the links to information relavent to a mass spec experiment and other meta data for the reported results of the experiment.
item_category,MZ_ratio_experiment,Items in the MZ_ratio_experiment category provide links to the mass spect experiment description and the samples used.
item_category,MZ_ratio_software,Items in the MZ_ratio_software category provide pointers to the software and methods used to derive the data reported in the save frame.
item_category,MZ_ratio_spectrum_param,Items in the MZ_ratio_spectrum_param category describe the paramerters and their values used to carry out the described mass spec experiment.
item_category,MZ_precursor_ion,Items in the MZ_precursor_ion category provide information on the precursor ions observed in the mass spec experiment.
item_category,MZ_precursor_ion_annotation,Items in the MZ_precursor_ion_annotation category provide comments and other annotations for precursor ions observed in a mass spec experiment.
item_category,MZ_product_ion,Items in the MZ_product_ion category provide information on product ions observed in a mass spec experiment.
item_category,MZ_product_ion_annotation,Items in the MZ_product_ion_annotation category provide comments and other annotations for product ions observed in a mass spec experiment.
item_category,MS_chromatogram_list,Items in the MS_chromatogram_list category provide meta data about a chromatographic experiment carried out to separate compounds for mass spectral analysis.
item_category,MS_chromatogram_experiment,Items in the MS_chromatogram_experiment category provide pointers to the experimental details and samples used in the chromatographic separation.
item_category,MS_chromatogram_software,Items in the MS_chromatogram_software  category provide pointers to the software and methods used to carry out a chromatographic separation experiment.
item_category,MS_chromatogram_param,Items in the MS_chromatogram_param category provide the parameters and their values used to carry out a chromatographic separation experiment.
item_category,MS_chromatogram_ion,Items in the MS_chromatogram_ion category desribe the ions generated by the chromatographic experiment.
item_category,MS_chrom_ion_annotation,Items in the MS_chrom_ion_annotation category provide comments and other annotations regarding ions generated by the chromatographic experiment.
item_category,Experimental_data_link_list,Items in the Experimental_data_link_list category provide meta data specific to the linked data in the save frame.
item_category,Experimental_data_link,Items in the Experimental_data_link category provide the pointers to both the source data and the data derived from the source data.
item_category,Software_specific_info_list,Items in the software_specific_info_list category provide meta data specific to software used to generate data in the entry.
item_category,Software_specific_info,Items in the software_specific_info category provide pointers to the software descriptions for software used to generate data in the entry.
item_category,Software_applied_list,Items in the software_applied_list category provide meta data regarding a list of software used to generate data in the entry.
item_category,Software_applied_methods,Items in the software_applied_methods category provide links to the methods used in running a software package and/or scripts used to drive software.
item_category,Software_applied_history,Items in the software_applied_history category provide meta data about a software workflow used to derive data reported in the entry.
item_category,History,Items in the history category provide the order in which software packages were used to derive the data reported in the entry.
Table_end,?,?
