Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
,dipolar_couplings,N,R,5,NMR_parameters,274,Dipolar couplings,_Dipolar_coupling_list.Text_data_format,,,,,,Y,H,,M,,,N,,,,,,Text data format,VARCHAR(31),,,,,N,N,,,,,,,,,N,8660,,,,,,0,?,Text data format,The data format used to represent the dipolar coupling data as ASCII text in the text block that is the value to the '_Assigned_chem_shift.Text_data' tag.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Dipolar_coupling_list,Text_data_format,?,?,N,,Y,N,line,,,,,The data format used to represent the dipolar coupling data as ASCII text in the text block that is the value to the '_Dipolar_coupling.Text_data' tag.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,R,5,NMR_parameters,274,Dipolar couplings,_Dipolar_coupling_list.Text_data,,,,,,Y,H,,M,,,N,,,,,,Text data,TEXT,,,,,N,N,,,,,,,,,N,8670,,,,,,0,?,Text data,A set of dipolar coupling data formatted as ASCII text.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Dipolar_coupling_list,Text_data,?,?,N,,Y,N,text,,,,,A set of dipolar coupling data formatted as ASCII text.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,NMR experiments used to derive these data,_Dipolar_coupling_experiment.Experiment_ID,,,,,,Y,Y,,M,,,N,,,,,,Experiment ID,INTEGER,NOT NULL,,,,N,N,,Y,,Experiment,ID,,,,Y,10,4,,,,,7,?,Experiment name,Pointer to an experiment in the list of experiments described in the experiment section of the deposition.,?,?,Y,Y,N,N,N,,,,,O,O,,,,R,O,O,,,,,?,1,Dipolar_coupling_experiment,Experiment_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Experiment.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,NMR experiments used to derive these data,_Dipolar_coupling_experiment.Experiment_name,,,,,,Y,H,,M,,,N,,,,,,Experiment name,VARCHAR(127),,,,,N,N,,,,Experiment,Name,,,,Y,20,4,,,,,0,?,Experiment name,Pointer to an experiment in the list of experiments described in the experiment section of the deposition.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Dipolar_coupling_experiment,Experiment_name,?,?,N,,Y,N,line,,,,,The name of an experiment used to determine the data reported. The experiment name should exist in the experiments listed as values to the tag '_Experiment.Name'.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,NMR experiments used to derive these data,_Dipolar_coupling_experiment.Sample_ID,,,,,,Y,H,,M,,,N,,,,,,Sample ID,INTEGER,,,,,N,N,,,,Sample,ID,,,,Y,30,4,,,,,7,?,Sample ID,Pointer to '_Sample.ID',?,?,Y,Y,N,N,N,,,,_Sample.ID,O,O,,,,,O,O,,,,,?,0,Dipolar_coupling_experiment,Sample_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Sample.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,NMR experiments used to derive these data,_Dipolar_coupling_experiment.Sample_label,,,,,,Y,H,,M,,,N,,,,,,Sample label,VARCHAR(127),,,,,N,N,,,,Sample,Sf_framecode,,,,Y,40,4,8,,,,8,?,Sample label,Pointer to a save frame of the category 'sample',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Dipolar_coupling_experiment,Sample_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'sample',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,NMR experiments used to derive these data,_Dipolar_coupling_experiment.Sample_state,,,,,,Y,H,,M,,,Y,N,,,,,Sample state,VARCHAR(31),,,,,N,N,,,,,,,,,Y,50,4,,,,,0,?,Sample state,Physical state of the sample either anisotropic or isotropic.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,V,V,,,,,?,1,Dipolar_coupling_experiment,Sample_state,Y,?,N,,Y,N,line,,,,,Physical state of the sample either anisotropic or isotropic.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,NMR experiments used to derive these data,_Dipolar_coupling_experiment.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Dipolar_coupling_list,Sf_ID,,,,Y,60,4,,,,,4,?,n/a,Pointer to '_Dipolar_coupling_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Dipolar_coupling_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Dipolar_coupling_experiment,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Dipolar_coupling_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,NMR experiments used to derive these data,_Dipolar_coupling_experiment.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,70,4,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Dipolar_coupling_experiment,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,NMR experiments used to derive these data,_Dipolar_coupling_experiment.Dipolar_coupling_list_ID,,,,,,Y,H,,M,,,N,,,,,,Dipolar coupling list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Dipolar_coupling_list,ID,,,,Y,80,4,,,,,5,?,n/a,Pointer to '_Dipolar_coupling_list.ID',?,?,Y,Y,N,N,N,,,,_Dipolar_coupling_list.ID,V,V,,,,,V,V,,,,,?,0,Dipolar_coupling_experiment,Dipolar_coupling_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Dipolar_coupling_list.ID',,N,,Y,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Software,_Dipolar_coupling_software.Software_ID,,,,,,Y,H,,M,,,N,,,,,,Software ID,INTEGER,NOT NULL,,,,N,N,,Y,,Software,ID,,,,Y,10,,,,,,7,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,,,,_Software.ID,O,O,,,,,O,O,,,,,?,0,Dipolar_coupling_software,Software_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Software.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Software,_Dipolar_coupling_software.Software_label,,,,,,Y,Y,,M,,,N,,,,,,Software label,VARCHAR(127),NOT NULL,,,,N,N,,,,Software,Sf_framecode,,,,Y,20,,11,,,,8,?,Software label,Pointer to a save frame of the category 'software',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Dipolar_coupling_software,Software_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'software',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Software,_Dipolar_coupling_software.Method_ID,,,,,,Y,H,,M,,,N,,,,,,Method ID,INTEGER,,,,,N,N,,,,Method,ID,,,,Y,30,,,,,,7,?,Method ID,Pointer to '_Method.ID',?,?,Y,Y,N,N,N,,,,_Method.ID,O,O,,,,,O,O,,,,,?,0,Dipolar_coupling_software,Method_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Method.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Software,_Dipolar_coupling_software.Method_label,,,,,,Y,H,,M,,,N,,,,,,Method label,VARCHAR(127),,,,,N,N,,,,Method,Sf_framecode,,,,Y,40,,12,,,,8,?,Method label,Pointer to a save frame of the category 'method',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Dipolar_coupling_software,Method_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'method',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Software,_Dipolar_coupling_software.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Dipolar_coupling_list,Sf_ID,,,,Y,50,,,,,,4,?,n/a,Pointer to '_Dipolar_coupling_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Dipolar_coupling_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Dipolar_coupling_software,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Dipolar_coupling_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Software,_Dipolar_coupling_software.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,60,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,O,O,,,,,?,0,Dipolar_coupling_software,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Software,_Dipolar_coupling_software.Dipolar_coupling_list_ID,,,,,,Y,H,,M,,,N,,,,,,Dipolar coupling list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Dipolar_coupling_list,ID,,,,Y,70,,,,,,5,?,n/a,Pointer to '_Dipolar_coupling_list.ID',?,?,Y,Y,N,N,N,,,,_Dipolar_coupling_list.ID,O,O,,,,,O,O,,,,,?,0,Dipolar_coupling_software,Dipolar_coupling_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Dipolar_coupling_list.ID',,N,,Y,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.ID,,,,,,N,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,Unique identifier for the observed residual dipolar coupling.,?,?,Y,Y,N,N,N,,,,,V,I,,,,R,V,V,,,,,?,0,Dipolar_coupling,ID,Y,dipolar coupling values,N,,N,N,int,,,,,Unique identifier for the observed residual dipolar coupling.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Dipolar_coupling_code,,,,,,N,H,,M,,,N,,,,,,Dipolar coupling code,VARCHAR(15),NOT NULL,,,,N,N,,,,,,,,,Y,20,,,,,,0,?,n/a,A community standard code used to describe the type of observed residual dipolar coupling.,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Dipolar_coupling_code,?,?,N,,N,N,code,,,,,A community standard code used to describe the type of observed residual dipolar coupling.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Assembly_atom_ID_1,,,,,,N,H,,M,,,N,,,,,,Assembly atom ID 1,INTEGER,,,,,N,N,,,,Atom,Assembly_atom_ID,,,,Y,30,,,,,,0,?,n/a,Pointer to '_Atom.Assembly_atom_ID',?,?,Y,Y,N,N,N,,,,_Atom.Assembly_atom_ID,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Assembly_atom_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Atom.Assembly_atom_ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Entity_assembly_ID_1,,,,,,N,H,,M,,,N,,,,,,Entity assembly ID 1,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,40,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Entity_assembly_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Entity_ID_1,,,,,,N,H,,M,,,N,,,,,,Entity ID 1,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,50,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Entity_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Comp_index_ID_1,,,,,,N,H,,M,,,N,,,,,,Comp index ID 1,INTEGER,NOT NULL,,,,N,N,,,,Entity_comp_index,ID,,,,Y,60,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,,,,_Entity_comp_index.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Comp_index_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Seq_ID_1,,,,,,N,H,,M,,,N,,,,,,Seq ID 1,INTEGER,NOT NULL,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,70,,,,,,0,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',?,?,Y,Y,N,N,N,,,,_PDBX_poly_seq_scheme.Seq_ID,O,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Seq_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Comp_ID_1,,,,,,N,H,,M,,,N,,,,,,Comp ID 1,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp,ID,,,,Y,80,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,,,,_Chem_comp.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Comp_ID_1,?,?,N,,N,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Atom_ID_1,,,,,,N,H,,M,,,N,,,,,,Atom ID 1,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,90,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,,,,_Chem_comp_atom.Atom_ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Atom_ID_1,?,?,N,,N,N,atcode,,,,,Pointer to '_Chem_comp_atom.Atom_ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Atom_type_1,,,,,,N,H,,M,,,N,,,,,,Atom type 1,VARCHAR(15),NOT NULL,,,,N,N,,,,,,,,,Y,100,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Atom_type_1,?,?,N,,N,N,code,,,,,Standard symbol used to define the atom element type.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Atom_isotope_number_1,,,,,,N,H,,M,,,N,,,,,,Atom isotope number 1,INTEGER,,,,,N,N,,,,,,,,,Y,110,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Atom_isotope_number_1,?,?,N,,N,N,int,,,,,The mass number for the chemical element defined by the tag '_Atom_type' or any of its related tags.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Ambiguity_code_1,,,,,,N,H,,M,,,N,,,,,,Ambiguity code 1,VARCHAR(3),,,,,N,N,,,,,,,,,Y,120,,,,,,0,?,n/a,A code indicating ambiguity that may exist in the assignment of the atom to the dipolar coupling constant.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Ambiguity_code_1,?,?,N,,N,N,code,,,,,A code indicating ambiguity that may exist in the assignment of the atom to the dipolar coupling constant.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Assembly_atom_ID_2,,,,,,N,H,,M,,,N,,,,,,Assembly atom ID 2,INTEGER,,,,,N,N,,,,Atom,Assembly_atom_ID,,,,Y,130,,,,,,0,?,n/a,Pointer to '_Atom.Assembly_atom_ID',?,?,Y,Y,N,N,N,,,,_Atom.Assembly_atom_ID,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Assembly_atom_ID_2,?,?,N,,N,N,int,,,,,Pointer to '_Atom.Assembly_atom_ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Entity_assembly_ID_2,,,,,,N,H,,M,,,N,,,,,,Entity assembly ID 2,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,140,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Entity_assembly_ID_2,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Entity_ID_2,,,,,,N,H,,M,,,N,,,,,,Entity ID 2,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,150,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Entity_ID_2,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Comp_index_ID_2,,,,,,N,H,,M,,,N,,,,,,Comp index ID 2,INTEGER,NOT NULL,,,,N,N,,,,Entity_comp_index,ID,,,,Y,160,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,,,,_Entity_comp_index.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Comp_index_ID_2,?,?,N,,N,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Seq_ID_2,,,,,,N,H,,M,,,N,,,,,,Seq ID 2,INTEGER,NOT NULL,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,170,,,,,,0,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',?,?,Y,Y,N,N,N,,,,_PDBX_poly_seq_scheme.Seq_ID,O,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Seq_ID_2,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Comp_ID_2,,,,,,N,H,,M,,,N,,,,,,Comp ID 2,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp,ID,,,,Y,180,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,,,,_Chem_comp.ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Comp_ID_2,?,?,N,,N,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Atom_ID_2,,,,,,N,H,,M,,,N,,,,,,Atom ID 2,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,190,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,,,,_Chem_comp_atom.Atom_ID,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Atom_ID_2,?,?,N,,N,N,atcode,,,,,Pointer to '_Chem_comp_atom.Atom_ID',,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Atom_type_2,,,,,,N,H,,M,,,N,,,,,,Atom type 2,VARCHAR(15),NOT NULL,,,,N,N,,,,,,,,,Y,200,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,Dipolar_coupling,Atom_type_2,?,?,N,,N,N,code,,,,,Standard symbol used to define the atom element type.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Atom_isotope_number_2,,,,,,N,H,,M,,,N,,,,,,Atom isotope number 2,INTEGER,,,,,N,N,,,,,,,,,Y,210,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Atom_isotope_number_2,?,?,N,,N,N,int,,,,,The mass number for the chemical element defined by the tag '_Atom_type' or any of its related tags.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Ambiguity_code_2,,,,,,N,H,,M,,,N,,,,,,Ambiguity code 2,VARCHAR(3),,,,,N,N,,,,,,,,,Y,220,,,,,,0,?,n/a,A code indicating ambiguity that may exist in the assignment of the atom to the dipolar coupling constant.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Ambiguity_code_2,?,?,N,,N,N,code,,,,,A code indicating ambiguity that may exist in the assignment of the atom to the dipolar coupling constant.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Val,,,,,,N,H,,M,,,N,,,,,,Val,FLOAT,,,,,N,N,,,,,,,,,Y,230,,,,,,0,?,n/a,Dipolar coupling value,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Dipolar_coupling,Val,?,?,N,,N,N,float,,,,,Dipolar coupling value,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Val_min,,,,,,N,H,,M,,,N,,,,,,Val min,FLOAT,,,,,N,N,,,,,,,,,Y,240,,,,,,0,?,n/a,Estimated minimum value for the dipolar coupling when a specific value cannot be obtained.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Dipolar_coupling,Val_min,?,?,N,,N,N,float,,,,,Estimated minimum value for the dipolar coupling when a specific value cannot be obtained.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Val_max,,,,,,N,H,,M,,,N,,,,,,Val max,FLOAT,,,,,N,N,,,,,,,,,Y,250,,,,,,0,?,n/a,Estimated maximum value for the dipolar coupling constant when a specific value cannot be obtained.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Dipolar_coupling,Val_max,?,?,N,,N,N,float,,,,,Estimated maximum value for the dipolar coupling constant when a specific value cannot be obtained.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Val_err,,,,,,N,H,,M,,,N,,,,,,Val err,FLOAT,,,,,N,N,,,,,,,,,Y,260,,,,,,0,?,n/a,Estimated error in the dipolar coupling value,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Val_err,?,?,N,,N,N,float,,,,,Estimated error in the dipolar coupling value,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Principal_Euler_angle_alpha_val,,,,,,N,H,,M,,,N,,,,,,Principal Euler angle alpha val,FLOAT,,,,,N,N,,,,,,,,,Y,270,,,,,,0,?,n/a,Value for the principal Euler angle alpha.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Principal_Euler_angle_alpha_val,?,?,N,,N,N,float,,,,,Value for the principal Euler angle alpha.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Principal_Euler_angle_beta_val,,,,,,N,H,,M,,,N,,,,,,Principal Euler angle beta val,FLOAT,,,,,N,N,,,,,,,,,Y,280,,,,,,0,?,n/a,Value for the principal Euler angle beta.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Principal_Euler_angle_beta_val,?,?,N,,N,N,float,,,,,Value for the principal Euler angle beta.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Principal_Euler_angle_gamma_val,,,,,,N,H,,M,,,N,,,,,,Principal Euler angle gamma val,FLOAT,,,,,N,N,,,,,,,,,Y,290,,,,,,0,?,n/a,Value for the principal Euler angle gamma.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Principal_Euler_angle_gamma_val,?,?,N,,N,N,float,,,,,Value for the principal Euler angle gamma.,,N,,?,,,,,,,,?,?,?
,dipolar_couplings,N,T6,5,NMR_parameters,274,Dipolar coupling,_Dipolar_coupling.Resonance_ID_1,,,,,,N,H,,M,,,N,,,,,,Resonance ID 1,INTEGER,,,,,N,N,,,,Resonance,ID,,,,Y,300,,,,,,0,?,n/a,Pointer to '_Resonance.ID',?,?,Y,Y,N,N,N,,,,_Resonance.ID,O,I,,,,,O,O,,,,,?,0,Dipolar_coupling,Resonance_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Resonance.ID',,N,,?,,,,,,,,?,?,?
