Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,obsolete tag,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
28130,chem_shift_perturbation,N,T6,5,NMR_parameters,200,NMR experiments used to derive these data,_Chem_shift_perturbation_experiment.Experiment_ID,,,,,,Y,Y,,M,,,N,,,,,,Experiment ID,INTEGER,NOT NULL,,,,N,N,,Y,,Experiment,ID,,,,Y,10,4,,,,,7,?,Experiment name,Name for an experiment in the list of experiments described in the experiment section of the deposition.,?,?,Y,Y,N,N,N,,,,,O,O,,,,R,O,O,,,,,?,1,Chem_shift_perturbation_experiment,Experiment_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Experiment.ID',,N,,?,,,,,,,,?,?,?
28140,chem_shift_perturbation,N,T6,5,NMR_parameters,200,NMR experiments used to derive these data,_Chem_shift_perturbation_experiment.Experiment_name,,,,,,Y,H,,M,,,N,,,,,,Experiment name,VARCHAR(127),,,,,N,N,,,,Experiment,Name,,,,Y,20,4,,,,,0,?,Experiment name,Name for an experiment in the list of experiments described in the experiment section of the deposition.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Chem_shift_perturbation_experiment,Experiment_name,?,?,N,,Y,N,line,,,,,The name of an experiment used to determine the data reported. The experiment name should exist in the experiments listed as values to the tag '_Experiment.Name'.,,N,,?,,,,,,,,?,?,?
28150,chem_shift_perturbation,N,T6,5,NMR_parameters,200,NMR experiments used to derive these data,_Chem_shift_perturbation_experiment.Sample_ID,,,,,,Y,H,,M,,,N,,,,,,Sample ID,INTEGER,,,,,N,N,,,,Sample,ID,,,,Y,30,4,,,,,7,?,Sample name,Pointer to '_Sample.ID',?,?,Y,Y,N,N,N,,,,_Sample.ID,O,O,,,,,O,O,,,,,?,0,Chem_shift_perturbation_experiment,Sample_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Sample.ID',,N,,?,,,,,,,,?,?,?
28160,chem_shift_perturbation,N,T6,5,NMR_parameters,200,NMR experiments used to derive these data,_Chem_shift_perturbation_experiment.Sample_label,,,,,,Y,H,,M,,,N,,,,,,Sample label,VARCHAR(127),,,,,N,N,,,,Sample,Sf_framecode,,,,Y,40,4,8,,,,8,?,Sample name,Pointer to a save frame of the category 'sample',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Chem_shift_perturbation_experiment,Sample_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'sample',,N,,?,,,,,,,,?,?,?
28170,chem_shift_perturbation,N,T6,5,NMR_parameters,200,NMR experiments used to derive these data,_Chem_shift_perturbation_experiment.Sample_state,,,,,,Y,H,,M,,,Y,N,,,,,Sample state,VARCHAR(31),,,,,N,N,,,,,,,,,Y,50,4,,,,,0,?,Sample physical state,Physical state of the sample either anisotropic or isotropic.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,V,V,,,,,?,1,Chem_shift_perturbation_experiment,Sample_state,Y,?,N,,Y,N,line,,,,,Physical state of the sample either anisotropic or isotropic.,,N,,?,,,,,,,,?,?,?
28180,chem_shift_perturbation,N,T6,5,NMR_parameters,200,NMR experiments used to derive these data,_Chem_shift_perturbation_experiment.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Chem_shift_perturbation_list,Sf_ID,,,,Y,60,4,,,,,4,?,n/a,Pointer to '_Chem_shift_perturbation_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_perturbation_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Chem_shift_perturbation_experiment,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Chem_shift_perturbation_list.Sf_ID',,N,,?,,,,,,,,?,?,?
28190,chem_shift_perturbation,N,T6,5,NMR_parameters,200,NMR experiments used to derive these data,_Chem_shift_perturbation_experiment.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Chem_shift_perturbation_list,Entry_ID,,,,Y,70,4,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Chem_shift_perturbation_experiment,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
28200,chem_shift_perturbation,N,T6,5,NMR_parameters,200,NMR experiments used to derive these data,_Chem_shift_perturbation_experiment.Chem_shift_perturbation_list_ID,,,,,,Y,H,,M,,,N,,,,,,Chem shift perturbation list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Chem_shift_perturbation_list,ID,,,,Y,80,4,,,,,5,?,n/a,Pointer to '_Chem_shift_perturbation_list.ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_perturbation_list.ID,V,V,,,,,V,V,,,,,?,0,Chem_shift_perturbation_experiment,Chem_shift_perturbation_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Chem_shift_perturbation_list.ID',,N,,Y,,,,,,,,?,?,?
28210,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Software,_Chem_shift_perturbation_software.Software_ID,,,,,,Y,H,,M,,,N,,,,,,Software ID,INTEGER,NOT NULL,,,,N,N,,Y,,Software,ID,,,,Y,10,,,,,,7,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,,,,_Software.ID,O,O,,,,,O,O,,,,,?,0,Chem_shift_perturbation_software,Software_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Software.ID',,N,,?,,,,,,,,?,?,?
28220,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Software,_Chem_shift_perturbation_software.Software_label,,,,,,Y,Y,,M,,,N,,,,,,Software label,VARCHAR(127),,,,,N,N,,,,Software,Sf_framecode,,,,Y,20,,11,,,,8,?,Software name,Name of the software used to derive the chemical shift perturbation data set.,?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Chem_shift_perturbation_software,Software_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'software',,N,,?,,,,,,,,?,?,?
28230,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Software,_Chem_shift_perturbation_software.Method_ID,,,,,,Y,H,,M,,,N,,,,,,Method ID,INTEGER,NOT NULL,,,,N,N,,,,Method,ID,,,,Y,30,,,,,,7,?,Method ID,Pointer to '_Method.ID',?,?,Y,Y,N,N,N,,,,_Method.ID,O,O,,,,,O,O,,,,,?,0,Chem_shift_perturbation_software,Method_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Method.ID',,N,,?,,,,,,,,?,?,?
28240,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Software,_Chem_shift_perturbation_software.Method_label,,,,,,Y,H,,M,,,N,,,,,,Method label,VARCHAR(127),,,,,N,N,,,,Method,Sf_framecode,,,,Y,40,,12,,,,8,?,Method name,Pointer to a save frame where the software method used is described.,?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Chem_shift_perturbation_software,Method_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'method',,N,,?,,,,,,,,?,?,?
28250,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Software,_Chem_shift_perturbation_software.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Chem_shift_perturbation_list,Sf_ID,,,,Y,50,,,,,,4,?,n/a,Pointer to '_Chem_shift_perturbation_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_perturbation_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Chem_shift_perturbation_software,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Chem_shift_perturbation_list.Sf_ID',,N,,?,,,,,,,,?,?,?
28260,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Software,_Chem_shift_perturbation_software.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Chem_shift_perturbation_list,Entry_ID,,,,Y,60,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,V,V,,,,,?,0,Chem_shift_perturbation_software,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
28270,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Software,_Chem_shift_perturbation_software.Chem_shift_perturbation_list_ID,,,,,,Y,H,,M,,,N,,,,,,Chem shift perturbation list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Chem_shift_perturbation_list,ID,,,,Y,70,,,,,,5,?,n/a,Pointer to '_Chem_shift_perturbation_list.ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_perturbation_list.ID,O,O,,,,,O,O,,,,,?,0,Chem_shift_perturbation_software,Chem_shift_perturbation_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Chem_shift_perturbation_list.ID',,N,,Y,,,,,,,,?,?,?
28280,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.ID,,,,,,N,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,Unique identifier for the observed chemical shift difference for a nuclei caused by the interaction between two members of the molecular assembly.,?,?,Y,Y,N,N,N,,,,,V,I,,,,R,V,V,,,,,?,0,Chem_shift_perturbation,ID,Y,molecule interaction chemical shift values,N,,N,N,int,,,,,Unique identifier for the observed chemical shift difference for a nuclei caused by the interaction between two members of the molecular assembly.,,N,,?,,,,,,,,?,?,?
28290,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Assembly_atom_ID,,,,,,N,H,,M,,,N,,,,,,Assembly atom ID,INTEGER,,,,,N,N,,,,Atom,Assembly_atom_ID,,,,Y,20,,,,,,0,?,Entry atom ID,Pointer to '_Atom.Assembly_atom_ID',?,?,Y,Y,N,N,N,,,,_Atom.Assembly_atom_ID,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Assembly_atom_ID,?,?,N,,N,N,int,,,,,Pointer to '_Atom.Assembly_atom_ID',,N,,?,,,,,,,,?,?,?
28300,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Entity_assembly_ID,,,,,,N,H,,M,,,N,,,,,,Entity assembly ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,30,,,,,,0,?,Mol sys comp ID,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,I,,,,,V,V,,,,,?,0,Chem_shift_perturbation,Entity_assembly_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,,,,,,,,?,?,?
28310,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Entity_ID,,,,,,N,H,,M,,,N,,,,,,Entity ID,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,40,,,,,,0,?,Entity ID,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,I,,,,,V,V,,,,,?,0,Chem_shift_perturbation,Entity_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,,,,,,,,?,?,?
28320,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Comp_index_ID,,,,,,N,H,,M,,,N,,,,,,Comp index ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_comp_index,ID,,,,Y,50,,,,,,0,?,Chem comp index ID,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,,,,_Entity_comp_index.ID,V,I,,,,,V,V,,,,,?,0,Chem_shift_perturbation,Comp_index_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,,,,,,,,?,?,?
28330,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Seq_ID,,,,,,N,H,,M,,,N,,,,,,Seq ID,INTEGER,,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,60,,,,,,0,?,Chem comp seq num,Pointer to '_Entity_poly_seq.Num',?,?,Y,Y,N,N,N,,,,_Entity_poly_seq.Num,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Seq_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,,,,,,,,?,?,?
28340,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Comp_ID,,,,,,N,H,,M,,,N,,,,,,Comp ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp,ID,,,,Y,70,,,,,,0,?,Comp ID,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,,,,_Chem_comp.ID,V,I,,,,,V,V,,,,,?,0,Chem_shift_perturbation,Comp_ID,?,?,N,,N,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,,,,,,,,?,?,?
28350,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Atom_ID,,,,,,N,H,,M,,,N,,,,,,Atom ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,80,,,,,,0,?,Atom ID,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,,,,_Chem_comp_atom.Atom_ID,V,I,,,,,V,V,,,,,?,0,Chem_shift_perturbation,Atom_ID,?,?,N,,N,N,atcode,,,,,Pointer to '_Chem_comp_atom.Atom_ID',,N,,?,,,,,,,,?,?,?
28360,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Atom_type,,,,,,N,H,,M,,,N,,,,,,Atom type,VARCHAR(15),,,,,N,N,,,,,,,,,Y,90,,,,,,0,?,Atom type,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,Chem_shift_perturbation,Atom_type,?,?,N,,N,N,code,,,,,The value for this tag is a standard IUPAC abbreviation for an element (i.e.$ H$ C$ P$ etc).,,N,,?,,,,,,,,?,?,?
28370,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Atom_isotope_number,,,,,,N,H,,M,,,N,,,,,,Atom isotope number,INTEGER,,,,,N,N,,,,,,,,,Y,100,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Atom_isotope_number,?,?,N,,N,N,int,,,,,The mass number for the chemical element defined by the tag '_Atom_type' or any of its related tags.,,N,,?,,,,,,,,?,?,?
28380,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Chem_shift_val,,,,,,N,H,,M,,,N,,,,,,Chem shift val,FLOAT,,,,,N,N,,,,,,,,,Y,110,,,,,,0,?,Chem shift val,Chemical shift value for the atom when in the presence of the molecules that are interacting with it.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Chem_shift_perturbation,Chem_shift_val,?,?,N,,N,N,float,,,,,Chemical shift value for the atom when in the presence of the molecules that are interacting with it.,,N,,?,,,,,,,,?,?,?
28390,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Chem_shift_val_err,,,,,,N,H,,M,,,N,,,,,,Chem shift val err,FLOAT,,,,,N,N,,,,,,,,,Y,120,,,,,,0,?,Chem shift val err,Estimated error in the chemical shift value.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Chem_shift_val_err,?,?,N,,N,N,float,,,,,Estimated error in the chemical shift value.,,N,,?,,,,,,,,?,?,?
28400,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Difference_chem_shift_val,,,,,,N,H,,M,,,N,,,,,,Difference chem shift val,FLOAT,,,,,N,N,,,,,,,,,Y,130,,,,,,0,?,Chem shift difference val,The difference between the chemical shift value for the atom in the free state of the molecule and in the state where it is interacting with one or more other molecules.,?,?,Y,Y,N,N,N,,,,,M,I,,,,,M,M,,,,,?,0,Chem_shift_perturbation,Difference_chem_shift_val,?,?,N,,N,N,float,,,,,The difference between the chemical shift value for the atom in the free state of the molecule and in the state where it is interacting with one or more other molecules.,,N,,?,,,,,,,,?,?,?
28410,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Difference_chem_shift_val_err,,,,,,N,H,,M,,,N,,,,,,Difference chem shift val err,FLOAT,,,,,N,N,,,,,,,,,Y,140,,,,,,0,?,Chem shift difference val err,Estimated error for the delta chemical shift value reported.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Difference_chem_shift_val_err,?,?,N,,N,N,float,,,,,Estimated error for the delta chemical shift value reported.,,N,,?,,,,,,,,?,?,?
28420,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Resonance_ID,,,,,,N,H,,M,,,N,,,,,,Resonance ID,INTEGER,,,,,N,N,,,,Resonance,ID,,,,Y,150,,,,,,0,?,n/a,Pointer to '_Resonance.ID',?,?,Y,Y,N,N,N,,,,_Resonance.ID,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Resonance_ID,?,?,N,,N,N,int,,,,,Pointer to '_Resonance.ID',,N,,?,,,,,,,,?,?,?
28430,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Auth_entity_assembly_ID,,,,,,N,H,,M,,,N,,,,,,Auth entity assembly ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,160,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Auth_entity_assembly_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to,,N,,?,,,,,,,,?,?,?
28440,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Auth_seq_ID,,,,,,N,H,,M,,,N,,,,,,Auth seq ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,170,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Auth_seq_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,,N,,?,,,,,,,,?,?,?
28450,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Auth_comp_ID,,,,,,N,H,,M,,,N,,,,,,Auth comp ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,180,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Auth_comp_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
28460,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Auth_atom_ID,,,,,,N,H,,M,,,N,,,,,,Auth atom ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,190,,,,,,0,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Chem_shift_perturbation,Auth_atom_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
28470,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Sf_ID,,,,,,N,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Chem_shift_perturbation_list,Sf_ID,,,,Y,200,,,,,,4,?,n/a,Pointer to '_Chem_shift_perturbation_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_perturbation_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Chem_shift_perturbation,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Chem_shift_perturbation_list.Sf_ID',,N,,?,,,,,,,,?,?,?
28480,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Entry_ID,,,,,,N,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Chem_shift_perturbation_list,Entry_ID,,,,Y,210,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,I,,,,,V,V,,,,,?,0,Chem_shift_perturbation,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
28490,chem_shift_perturbation,N,T6,5,NMR_parameters,200,Chemical shift perturbation,_Chem_shift_perturbation.Chem_shift_perturbation_list_ID,,,,,,N,H,,M,,,N,,,,,,Chem shift perturbation list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Chem_shift_perturbation_list,ID,,,,Y,220,,,,,,5,?,n/a,Pointer to '_Chem_shift_perturbation_list.ID',?,?,Y,Y,N,N,N,,,,_Chem_shift_perturbation_list.ID,V,I,,,,,V,V,,,,,?,0,Chem_shift_perturbation,Chem_shift_perturbation_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Chem_shift_perturbation_list.ID',,N,,Y,,,,,,,,?,?,?
28500,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sf_category,,,,,,Y,H,,M,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,8210,,,,,,1,?,Sf category,Category definition for the information content of the save frame,?,?,Y,Y,N,Y,N,,,,,V,V,,,,C,V,V,,,,,?,0,Chem_shift_anisotropy,Sf_category,?,?,N,,Y,N,code,,,,,Category definition for the information content of the save frame,,N,,?,,,,,,,,?,?,?
28510,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sf_framecode,,,,,,Y,H,,M,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,8220,,,,,,2,?,Chemical shift anisotropy list label,A label for the save frame that describes in very brief terms the information contained in the save frame.,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,I,I,,,,,chem_shift_anisotropy_list_1,0,Chem_shift_anisotropy,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A label for the save frame that describes in very brief terms the information contained in the save frame.,,N,,?,,,,,,,,?,?,?
28520,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Entry_ID,,Entry ID,C,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,8230,,,,,,3,?,Entry ID,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Chem_shift_anisotropy,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
28530,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,8240,,,,,,4,?,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,Chem_shift_anisotropy,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
28540,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.ID,,ID,C,,,Y,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,8250,,,,,,5,?,ID,An integer value that uniquely identifies this save frame of chemical shift anisotropy data from other save frames of this category in an entry.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Chem_shift_anisotropy,ID,Y,?,N,,Y,N,int,,,,,An integer value that uniquely identifies this save frame of chemical shift anisotropy data from other save frames of this category in an entry.,,N,,Y,,,,,,,,?,?,?
28550,chem_shift_anisotropy,N,R,5,NMR_parameters,210,Chemical shift anisotropy,_Chem_shift_anisotropy.Name,,,,,,Y,Y,,M,,,N,,,,,,Name,VARCHAR(127),,,,,N,N,,,,,,,,,N,8260,,,,,,0,?,Chemical shift anisotropy list name,A name for the data set that describes in very brief terms the information contained in the data set.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Chem_shift_anisotropy,Name,?,?,N,,Y,N,line,,,,,A name assigned to the save frame.,,N,,?,,,,,,,,?,?,?
